i,lid_1,rc_1,exp_2|1,distcomp,dataset,workload_description,eps_0.05,eps_0.1,eps_0.5,eps_1,lid_10,rc_10,exp_20|10
0,,,,0.0018444,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,8.25484,4.5808115,1.097044
1,,,,0.0016534,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,2.1297941,49.831524,1.5794103
2,,,,0.0007422,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,10.255828,3.4768524,1.0663294
3,,,,0.0022578,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,17.201721,5.24344,1.078629
4,,,,0.0014054,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,6.9839087,9.512594,1.0973067
5,,,,0.0015068,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,21.21861,3.4470968,1.035686
6,,,,0.0040148,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,14.119167,2.8149652,1.0600297
7,,,,0.0032308,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,11.375377,3.6945336,1.0669463
8,,,,0.0121478,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,7.9636326,3.2446976,1.097576
9,,,,0.0179762,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,36.99766,2.8197472,1.0780226
10,,,,0.0121038,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,20.071634,2.4509935,1.0490503
11,,,,0.0010106,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,13.014805,4.093494,1.0780247
12,,,,0.0042214,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,6.750132,3.6345367,1.1107428
13,,,,0.0011576,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,6.6005177,4.279212,1.0848485
14,,,,0.0017156,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,13.360785,5.03302,1.049406
15,,,,0.001576,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,7.4990726,6.8919964,1.1368812
16,,,,0.0018416,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,8.231621,3.331508,1.0357127
17,,,,0.003914,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,16.800777,7.090108,1.0575763
18,,,,0.0124632,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,15.369247,3.5000253,1.048639
19,,,,0.0021052,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,11.942733,3.1768894,1.0475492
20,,,,0.0028244,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,7.673102,3.5600765,1.0697931
21,,,,0.0019416,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,6.260541,3.4353435,1.0931338
22,,,,0.0014912,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,19.64197,10.621519,1.1489152
23,,,,0.0007672,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,10.137689,2.9119503,1.0740157
24,,,,0.0245854,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,23.029202,2.423567,1.0556864
25,,,,0.0096114,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,11.979933,3.1672618,1.0783174
26,,,,0.0055126,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,13.634633,3.8711662,1.0756719
27,,,,0.0007146,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,5.5572133,7.1730433,1.168819
28,,,,0.0092594,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,9.447034,2.7456245,1.0943472
29,,,,0.0208266,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,6.4747825,3.3765576,1.2294952
30,,,,0.0035508,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,13.639542,3.5331223,1.0779145
31,,,,0.0049348,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,10.377323,4.232207,1.1008035
32,,,,0.003662,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,12.555044,7.450548,1.0765889
33,,,,0.000868,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,23.361515,2.8636718,1.0599031
34,,,,0.001445,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,17.989527,11.64205,1.078034
35,,,,0.0040358,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,10.257351,3.0656235,1.0427076
36,,,,0.0040198,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,18.378576,2.7427964,1.0593003
37,,,,0.0007944,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,13.250593,3.5231311,1.0479023
38,,,,0.004404,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,11.274094,4.277308,1.1403996
39,,,,0.0008396,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,5.920037,12.422405,1.1329808
40,,,,0.0020544,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,3.8392186,3.3488014,1.109751
41,,,,0.0008608,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,9.556005,5.0436263,1.0829436
42,,,,0.0022318,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,11.028363,5.3077035,1.0407643
43,,,,0.0016326,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,6.4099946,4.421204,1.1095773
44,,,,0.00519,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,7.087713,4.0919375,1.1382617
45,,,,0.0016416,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,24.46623,3.3422694,1.1441841
46,,,,0.0015296,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,21.815935,5.6381855,1.0493692
47,,,,0.0007534,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,15.08557,5.7295446,1.0387065
48,,,,0.0095762,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,15.122755,5.0950475,1.0421025
49,,,,0.001096,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,6.653405,8.407056,1.0846168
50,,,,0.0033402,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,17.580769,2.6635425,1.0256706
51,,,,0.0039548,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,23.632776,3.9265435,1.0488745
52,,,,0.0012512,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,16.227295,3.915442,1.0673444
53,,,,0.0020916,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,11.696067,7.2621512,1.0923398
54,,,,0.0093658,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,9.717858,3.8594143,1.0710965
55,,,,0.0075024,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,16.141579,3.8059912,1.1034741
56,,,,0.0018406,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,2.0433257,8.480876,1.306947
57,,,,0.0013244,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,15.252996,2.850288,1.04247
58,,,,0.0022318,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,11.8872595,2.9961114,1.070823
59,,,,0.0123518,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,14.130859,3.0527987,1.0382571
60,,,,0.0013208,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,8.429604,5.9369135,1.0625073
61,,,,0.0035036,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,17.266026,2.8257055,1.0389446
62,,,,0.0016864,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,12.461404,5.0810204,1.1055157
63,,,,0.0061172,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,26.19842,2.5608072,1.0518401
64,,,,0.0016518,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,9.161268,7.2515893,1.089563
65,,,,0.0012378,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,21.305851,3.1197793,1.0504302
66,,,,0.0033456,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,16.783358,3.3933606,1.0678107
67,,,,0.0045154,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,15.5396595,3.7469673,1.0481597
68,,,,0.0017612,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,22.14157,3.9091635,1.0521762
69,,,,0.0011442,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,19.311771,5.974669,1.067259
70,,,,0.0013964,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,5.9062405,4.0821433,1.0612403
71,,,,0.0022862,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,9.143669,5.882785,1.0524691
72,,,,0.0010844,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,8.321398,8.698813,1.1322465
73,,,,0.0067312,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,12.686552,3.6885784,1.1114334
74,,,,0.0089036,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,9.693775,3.98008,1.1469424
75,,,,0.001491,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,8.087917,5.920702,1.0854949
76,,,,0.0046156,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,7.0098176,2.710791,1.0532135
77,,,,0.001133,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,7.97483,3.958743,1.0606434
78,,,,0.0040758,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,17.081287,5.7605534,1.0845703
79,,,,0.0013572,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,16.105804,4.071309,1.0482453
80,,,,0.0341324,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,16.148392,2.6142173,1.0258304
81,,,,0.0048684,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,7.248797,4.754039,1.1325603
82,,,,0.0032168,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,29.193024,2.5922391,1.0408146
83,,,,0.0019158,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,18.782307,4.352278,1.0511518
84,,,,0.000893,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,13.279548,5.589638,1.0853566
85,,,,0.0055094,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,3.9453924,4.7035723,1.0851021
86,,,,0.0017102,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,17.7232,2.7376087,1.0511352
87,,,,0.0007224,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,13.074961,5.3428106,1.1120776
88,,,,0.0008136,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,10.244102,3.1472235,1.055227
89,,,,0.0010526,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,15.999136,3.473421,1.0457325
90,,,,0.002244,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,14.314844,3.8827896,1.1063682
91,,,,0.0010066,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,13.369497,5.52369,1.038788
92,,,,0.0016704,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,6.98472,3.80691,1.100899
93,,,,0.0014302,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,12.865656,4.865558,1.0569816
94,,,,0.0154392,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,16.262863,3.245634,1.0520906
95,,,,0.0011336,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,21.568377,3.6539485,1.0659107
96,,,,0.000748,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,4.6573205,13.390071,1.3476399
97,,,,0.0015868,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,9.42265,6.2870536,1.1096989
98,,,,0.0455146,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,20.428429,2.334417,1.0368401
99,,,,0.0014538,text2image-angular-200-10M,GaussianNoise(medium),2e-07,2e-07,2e-07,2e-07,21.612291,3.012146,1.0624818
0,,,,0.000914,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.7556355,5.161353,1.0379306
1,,,,0.0024248,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4981015,2.95085,1.0548248
2,,,,0.001083,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6097398,5.464158,1.0977039
3,,,,0.0013348,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.7430917,4.0390778,1.0367234
4,,,,0.00199,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4849442,4.566958,1.1030408
5,,,,0.0007688,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.594074,2.9057915,1.0964339
6,,,,0.0029438,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6394093,3.231863,1.0687943
7,,,,0.0085264,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.3967477,2.5581408,1.0428848
8,,,,0.0028754,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4763079,3.082692,1.0709605
9,,,,0.002601,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6447542,4.0425587,1.06966
10,,,,0.0008506,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5837184,9.83189,1.2251341
11,,,,0.0016176,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,2.1217651,14.306331,1.0719261
12,,,,0.0014598,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.7017145,4.319767,1.0701983
13,,,,0.00132,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.448489,8.076622,1.5118575
14,,,,0.0026922,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5055315,4.3185396,1.1002891
15,,,,0.0012034,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6891438,4.848752,1.0516449
16,,,,0.0064876,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4002821,3.6937597,1.1204096
17,,,,0.0008384,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.8542787,7.9132643,1.0941937
18,,,,0.0136806,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.566663,3.3102524,1.0472158
19,,,,0.0061174,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4503387,2.913081,1.0416557
20,,,,0.0015174,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.530759,3.5477166,1.0874488
21,,,,0.0016028,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5310183,4.81595,1.0595045
22,,,,0.00369,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6043925,3.646258,1.0850259
23,,,,0.0041474,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6629552,4.749473,1.0531412
24,,,,0.0009454,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4668908,4.094819,1.0803658
25,,,,0.0013076,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4844213,4.764574,1.1044371
26,,,,0.0017544,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.3687336,3.598183,1.0790133
27,,,,0.0027534,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.9015349,15.448555,1.0638922
28,,,,0.000871,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.7801627,4.678037,1.0582714
29,,,,0.001457,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6246594,3.757512,1.0259273
30,,,,0.003796,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5660635,3.2711377,1.0519265
31,,,,0.0007832,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.3985747,5.14046,1.1066242
32,,,,0.0007786,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.545279,9.0007,1.1939114
33,,,,0.0011886,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.592051,4.6026473,1.1749973
34,,,,0.0130446,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5494976,2.5825455,1.0446031
35,,,,0.0013954,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5707431,5.136202,1.0700684
36,,,,0.0008962,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5318136,4.0194526,1.0417483
37,,,,0.0019282,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.9419725,13.301281,1.0971365
38,,,,0.0019786,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6198517,4.183929,1.0728693
39,,,,0.0008038,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6018453,4.147592,1.1049639
40,,,,0.0019858,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.706021,4.316867,1.0429528
41,,,,0.0040488,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.534161,2.9388502,1.0611871
42,,,,0.0085016,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5370206,3.7598534,1.0689387
43,,,,0.0188492,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5889409,2.8581903,1.0987766
44,,,,0.002103,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6934661,5.382014,1.05775
45,,,,0.0007634,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4557891,4.7055573,1.1031559
46,,,,0.0010714,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.7152908,5.4657936,1.0708663
47,,,,0.0011152,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6763154,6.801272,1.1432863
48,,,,0.0013996,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.3544167,4.864584,1.0815202
49,,,,0.0010128,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.7430636,7.038883,1.1889333
50,,,,0.0014452,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.3704047,4.123909,1.1071557
51,,,,0.0016056,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6810049,3.7584274,1.0646561
52,,,,0.0054192,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.9025183,9.301335,1.0893236
53,,,,0.0057596,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6118761,3.1251535,1.0557654
54,,,,0.0031812,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5278689,3.1466646,1.0489664
55,,,,0.0010128,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.690306,4.357957,1.0583059
56,,,,0.005787,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6088836,3.0973945,1.0212536
57,,,,0.0010292,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.8426387,11.234556,1.105384
58,,,,0.0009642,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.7462645,6.804487,1.1030483
59,,,,0.002507,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4720025,3.415594,1.0287862
60,,,,0.0009984,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5664303,3.3679917,1.0748707
61,,,,0.0022714,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5944127,4.065683,1.0975255
62,,,,0.002901,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5162284,2.3550391,1.0421361
63,,,,0.0017308,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4844918,3.467655,1.062616
64,,,,0.0012772,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5742688,3.3452666,1.0468688
65,,,,0.0010442,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.9234027,8.301666,1.0933045
66,,,,0.0014506,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6712892,3.6359632,1.0641755
67,,,,0.0008744,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4136648,2.4464245,1.0582559
68,,,,0.0017354,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5436896,3.7238643,1.0665576
69,,,,0.0433804,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5417781,2.6643715,1.0509537
70,,,,0.0008676,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5721816,4.158493,1.0870445
71,,,,0.0021148,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5310917,16.65538,1.1054996
72,,,,0.0128118,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5641696,2.9038546,1.0410377
73,,,,0.0009092,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.657907,4.553736,1.0625632
74,,,,0.0044546,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6761025,3.790325,1.0506147
75,,,,0.0052208,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6830226,4.728653,1.0744733
76,,,,0.002118,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.7044508,5.7514887,1.0479755
77,,,,0.0015794,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4233418,3.0100844,1.0834311
78,,,,0.0019432,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5422132,3.6617007,1.0917921
79,,,,0.0008576,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5884991,7.9076757,1.2283597
80,,,,0.0008522,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6009119,2.8353024,1.0403827
81,,,,0.0155274,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6121027,2.8708544,1.0584307
82,,,,0.0021916,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.4898665,3.4116805,1.0443006
83,,,,0.0029334,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5094585,5.7064276,1.0530678
84,,,,0.002853,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6417449,3.6708648,1.078053
85,,,,0.0012366,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6823173,3.7703972,1.1058521
86,,,,0.0028936,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5484744,2.88045,1.061086
87,,,,0.003172,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6259527,2.9613361,1.062456
88,,,,0.0635882,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5473121,2.3153436,1.0410459
89,,,,0.001214,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.6514689,6.182002,1.0703212
90,,,,0.0019578,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.5210851,5.6559854,1.0731422
91,,,,0.0076234,text2image-angular-200-10M,GaussianNoise(hard),2e-07,2e-07,2e-07,2e-07,1.8106934,6.0491524,1.0333054
