,dataset,workload,query_index,index_name,index_params,time_s,distcomp,recall,k
0,glove-angular-104-1183514,"Annealing(rc, easy)",1,dstree,,,1.0,1.0,10
1,glove-angular-104-1183514,"Annealing(rc, easy)",2,dstree,,,1.0,1.0,10
2,glove-angular-104-1183514,"Annealing(rc, easy)",3,dstree,,,1.000384448346196,1.0,10
3,glove-angular-104-1183514,"Annealing(rc, easy)",4,dstree,,,1.0,1.0,10
4,glove-angular-104-1183514,"Annealing(rc, easy)",5,dstree,,,1.0,1.0,10
5,glove-angular-104-1183514,"Annealing(rc, easy)",6,dstree,,,1.0,1.0,10
6,glove-angular-104-1183514,"Annealing(rc, easy)",7,dstree,,,1.0,1.0,10
7,glove-angular-104-1183514,"Annealing(rc, easy)",8,dstree,,,1.0,1.0,10
8,glove-angular-104-1183514,"Annealing(rc, easy)",9,dstree,,,1.0,1.0,10
9,glove-angular-104-1183514,"Annealing(rc, easy)",10,dstree,,,1.0,1.0,10
0,glove-angular-104-1183514,"Annealing(rc, medium)",1,dstree,,,1.0,1.0,10
1,glove-angular-104-1183514,"Annealing(rc, medium)",2,dstree,,,1.0,1.0,10
2,glove-angular-104-1183514,"Annealing(rc, medium)",3,dstree,,,1.0,1.0,10
3,glove-angular-104-1183514,"Annealing(rc, medium)",4,dstree,,,1.0,1.0,10
4,glove-angular-104-1183514,"Annealing(rc, medium)",5,dstree,,,1.0,1.0,10
5,glove-angular-104-1183514,"Annealing(rc, medium)",6,dstree,,,1.0,1.0,10
6,glove-angular-104-1183514,"Annealing(rc, medium)",7,dstree,,,1.0,1.0,10
7,glove-angular-104-1183514,"Annealing(rc, medium)",8,dstree,,,1.0,1.0,10
8,glove-angular-104-1183514,"Annealing(rc, medium)",9,dstree,,,1.0,1.0,10
9,glove-angular-104-1183514,"Annealing(rc, medium)",10,dstree,,,1.0,1.0,10
0,glove-angular-104-1183514,"Annealing(rc, hard)",1,dstree,,,1.0,1.0,10
1,glove-angular-104-1183514,"Annealing(rc, hard)",2,dstree,,,1.0,1.0,10
2,glove-angular-104-1183514,"Annealing(rc, hard)",3,dstree,,,1.0,1.0,10
3,glove-angular-104-1183514,"Annealing(rc, hard)",4,dstree,,,1.0,1.0,10
4,glove-angular-104-1183514,"Annealing(rc, hard)",5,dstree,,,1.0,1.0,10
5,glove-angular-104-1183514,"Annealing(rc, hard)",6,dstree,,,1.0,1.0,10
6,glove-angular-104-1183514,"Annealing(rc, hard)",7,dstree,,,1.0,1.0,10
7,glove-angular-104-1183514,"Annealing(rc, hard)",8,dstree,,,1.0,1.0,10
8,glove-angular-104-1183514,"Annealing(rc, hard)",9,dstree,,,1.0,1.0,10
9,glove-angular-104-1183514,"Annealing(rc, hard)",10,dstree,,,1.0,1.0,10
0,glove-angular-104-1183514,"Annealing(rc, easy)",1,dstree,,,1.0,1.0,1
1,glove-angular-104-1183514,"Annealing(rc, easy)",2,dstree,,,0.0012961401386041,1.0,1
2,glove-angular-104-1183514,"Annealing(rc, easy)",3,dstree,,,1.0,1.0,1
3,glove-angular-104-1183514,"Annealing(rc, easy)",4,dstree,,,1.0,1.0,1
4,glove-angular-104-1183514,"Annealing(rc, easy)",5,dstree,,,1.0,1.0,1
5,glove-angular-104-1183514,"Annealing(rc, easy)",6,dstree,,,1.0,1.0,1
6,glove-angular-104-1183514,"Annealing(rc, easy)",7,dstree,,,1.0,1.0,1
7,glove-angular-104-1183514,"Annealing(rc, easy)",8,dstree,,,1.0,1.0,1
8,glove-angular-104-1183514,"Annealing(rc, easy)",9,dstree,,,1.0,1.0,1
9,glove-angular-104-1183514,"Annealing(rc, easy)",10,dstree,,,1.0,1.0,1
0,glove-angular-104-1183514,"Annealing(rc, medium)",1,dstree,,,0.691816066392117,1.0,1
1,glove-angular-104-1183514,"Annealing(rc, medium)",2,dstree,,,0.999976341640234,1.0,1
2,glove-angular-104-1183514,"Annealing(rc, medium)",3,dstree,,,1.0,1.0,1
3,glove-angular-104-1183514,"Annealing(rc, medium)",4,dstree,,,1.0,1.0,1
4,glove-angular-104-1183514,"Annealing(rc, medium)",5,dstree,,,1.0,1.0,1
5,glove-angular-104-1183514,"Annealing(rc, medium)",6,dstree,,,1.0,1.0,1
6,glove-angular-104-1183514,"Annealing(rc, medium)",7,dstree,,,1.0,1.0,1
7,glove-angular-104-1183514,"Annealing(rc, medium)",8,dstree,,,1.0,1.0,1
8,glove-angular-104-1183514,"Annealing(rc, medium)",9,dstree,,,1.0,1.0,1
9,glove-angular-104-1183514,"Annealing(rc, medium)",10,dstree,,,1.0,1.0,1
0,glove-angular-104-1183514,"Annealing(rc, hard)",1,dstree,,,1.0,1.0,1
1,glove-angular-104-1183514,"Annealing(rc, hard)",2,dstree,,,1.0,1.0,1
2,glove-angular-104-1183514,"Annealing(rc, hard)",3,dstree,,,1.0,1.0,1
3,glove-angular-104-1183514,"Annealing(rc, hard)",4,dstree,,,1.0,1.0,1
4,glove-angular-104-1183514,"Annealing(rc, hard)",5,dstree,,,1.0,1.0,1
5,glove-angular-104-1183514,"Annealing(rc, hard)",6,dstree,,,1.0,1.0,1
6,glove-angular-104-1183514,"Annealing(rc, hard)",7,dstree,,,1.0,1.0,1
7,glove-angular-104-1183514,"Annealing(rc, hard)",8,dstree,,,1.0,1.0,1
8,glove-angular-104-1183514,"Annealing(rc, hard)",9,dstree,,,1.0,1.0,1
9,glove-angular-104-1183514,"Annealing(rc, hard)",10,dstree,,,0.0005525916888182,1.0,1
0,nytimes-angular-256-289761,"Annealing(rc, easy)",1,dstree,,,1.0029403542919857,1.0,10
1,nytimes-angular-256-289761,"Annealing(rc, easy)",2,dstree,,,1.0,1.0,10
2,nytimes-angular-256-289761,"Annealing(rc, easy)",3,dstree,,,1.0,1.0,10
3,nytimes-angular-256-289761,"Annealing(rc, easy)",4,dstree,,,1.0,1.0,10
4,nytimes-angular-256-289761,"Annealing(rc, easy)",5,dstree,,,1.0,1.0,10
5,nytimes-angular-256-289761,"Annealing(rc, easy)",6,dstree,,,1.0,1.0,10
6,nytimes-angular-256-289761,"Annealing(rc, easy)",7,dstree,,,1.0,1.0,10
7,nytimes-angular-256-289761,"Annealing(rc, easy)",8,dstree,,,1.0,1.0,10
8,nytimes-angular-256-289761,"Annealing(rc, easy)",9,dstree,,,1.0,1.0,10
9,nytimes-angular-256-289761,"Annealing(rc, easy)",10,dstree,,,1.0017635223511792,1.0,10
0,nytimes-angular-256-289761,"Annealing(rc, medium)",1,dstree,,,1.0,1.0,10
1,nytimes-angular-256-289761,"Annealing(rc, medium)",2,dstree,,,1.0,1.0,10
2,nytimes-angular-256-289761,"Annealing(rc, medium)",3,dstree,,,1.0,1.0,10
3,nytimes-angular-256-289761,"Annealing(rc, medium)",4,dstree,,,1.0,1.0,10
4,nytimes-angular-256-289761,"Annealing(rc, medium)",5,dstree,,,1.0,1.0,10
5,nytimes-angular-256-289761,"Annealing(rc, medium)",6,dstree,,,1.0,1.0,10
6,nytimes-angular-256-289761,"Annealing(rc, medium)",7,dstree,,,1.0,1.0,10
7,nytimes-angular-256-289761,"Annealing(rc, medium)",8,dstree,,,1.0,1.0,10
8,nytimes-angular-256-289761,"Annealing(rc, medium)",9,dstree,,,1.0,1.0,10
9,nytimes-angular-256-289761,"Annealing(rc, medium)",10,dstree,,,1.0,1.0,10
0,nytimes-angular-256-289761,"Annealing(rc, hard)",1,dstree,,,1.0,1.0,10
1,nytimes-angular-256-289761,"Annealing(rc, hard)",2,dstree,,,1.0,1.0,10
2,nytimes-angular-256-289761,"Annealing(rc, hard)",3,dstree,,,1.0,1.0,10
3,nytimes-angular-256-289761,"Annealing(rc, hard)",4,dstree,,,1.0,1.0,10
4,nytimes-angular-256-289761,"Annealing(rc, hard)",5,dstree,,,1.0,1.0,10
5,nytimes-angular-256-289761,"Annealing(rc, hard)",6,dstree,,,1.0,1.0,10
6,nytimes-angular-256-289761,"Annealing(rc, hard)",7,dstree,,,1.0008351710547658,1.0,10
7,nytimes-angular-256-289761,"Annealing(rc, hard)",8,dstree,,,1.0,1.0,10
8,nytimes-angular-256-289761,"Annealing(rc, hard)",9,dstree,,,1.0,1.0,10
9,nytimes-angular-256-289761,"Annealing(rc, hard)",10,dstree,,,1.0,1.0,10
0,nytimes-angular-256-289761,"Annealing(rc, easy)",1,dstree,,,0.438737442236878,1.0,1
1,nytimes-angular-256-289761,"Annealing(rc, easy)",2,dstree,,,1.0,1.0,1
2,nytimes-angular-256-289761,"Annealing(rc, easy)",3,dstree,,,1.0,1.0,1
3,nytimes-angular-256-289761,"Annealing(rc, easy)",4,dstree,,,1.0,1.0,1
4,nytimes-angular-256-289761,"Annealing(rc, easy)",5,dstree,,,0.003074947974365,1.0,1
5,nytimes-angular-256-289761,"Annealing(rc, easy)",6,dstree,,,1.0,1.0,1
6,nytimes-angular-256-289761,"Annealing(rc, easy)",7,dstree,,,1.0,1.0,1
7,nytimes-angular-256-289761,"Annealing(rc, easy)",8,dstree,,,1.0,1.0,1
8,nytimes-angular-256-289761,"Annealing(rc, easy)",9,dstree,,,1.0,1.0,1
9,nytimes-angular-256-289761,"Annealing(rc, easy)",10,dstree,,,1.0,1.0,1
0,nytimes-angular-256-289761,"Annealing(rc, medium)",1,dstree,,,0.5245012268731817,1.0,1
1,nytimes-angular-256-289761,"Annealing(rc, medium)",2,dstree,,,1.0,1.0,1
2,nytimes-angular-256-289761,"Annealing(rc, medium)",3,dstree,,,1.0,1.0,1
3,nytimes-angular-256-289761,"Annealing(rc, medium)",4,dstree,,,1.0,1.0,1
4,nytimes-angular-256-289761,"Annealing(rc, medium)",5,dstree,,,0.0112851625995216,1.0,1
5,nytimes-angular-256-289761,"Annealing(rc, medium)",6,dstree,,,1.0,1.0,1
6,nytimes-angular-256-289761,"Annealing(rc, medium)",7,dstree,,,1.0,1.0,1
7,nytimes-angular-256-289761,"Annealing(rc, medium)",8,dstree,,,1.0,1.0,1
8,nytimes-angular-256-289761,"Annealing(rc, medium)",9,dstree,,,1.0,1.0,1
9,nytimes-angular-256-289761,"Annealing(rc, medium)",10,dstree,,,1.0,1.0,1
0,nytimes-angular-256-289761,"Annealing(rc, hard)",1,dstree,,,1.0,1.0,1
1,nytimes-angular-256-289761,"Annealing(rc, hard)",2,dstree,,,1.0,1.0,1
2,nytimes-angular-256-289761,"Annealing(rc, hard)",3,dstree,,,1.0,1.0,1
3,nytimes-angular-256-289761,"Annealing(rc, hard)",4,dstree,,,1.0,1.0,1
4,nytimes-angular-256-289761,"Annealing(rc, hard)",5,dstree,,,1.0,1.0,1
5,nytimes-angular-256-289761,"Annealing(rc, hard)",6,dstree,,,1.0,1.0,1
6,nytimes-angular-256-289761,"Annealing(rc, hard)",7,dstree,,,1.0,1.0,1
7,nytimes-angular-256-289761,"Annealing(rc, hard)",8,dstree,,,1.0,1.0,1
8,nytimes-angular-256-289761,"Annealing(rc, hard)",9,dstree,,,1.0,1.0,1
9,nytimes-angular-256-289761,"Annealing(rc, hard)",10,dstree,,,1.0,1.0,1
0,sald-128-100m,"Annealing(rc, easy)",1,dstree,,,0.202525,1.0,10
1,sald-128-100m,"Annealing(rc, easy)",2,dstree,,,0.993604,1.0,10
2,sald-128-100m,"Annealing(rc, easy)",3,dstree,,,0.2388194,1.0,10
3,sald-128-100m,"Annealing(rc, easy)",4,dstree,,,0.4540988,1.0,10
4,sald-128-100m,"Annealing(rc, easy)",5,dstree,,,0.9997706,1.0,10
5,sald-128-100m,"Annealing(rc, easy)",6,dstree,,,0.6018714000000001,1.0,10
6,sald-128-100m,"Annealing(rc, easy)",7,dstree,,,0.7458568,1.0,10
7,sald-128-100m,"Annealing(rc, easy)",8,dstree,,,0.6482606,1.0,10
8,sald-128-100m,"Annealing(rc, easy)",9,dstree,,,0.9050508,1.0,10
9,sald-128-100m,"Annealing(rc, easy)",10,dstree,,,0.1421958,1.0,10
0,sald-128-100m,"Annealing(rc, medium)",1,dstree,,,0.1991606,1.0,10
1,sald-128-100m,"Annealing(rc, medium)",2,dstree,,,0.999894,1.0,10
2,sald-128-100m,"Annealing(rc, medium)",3,dstree,,,0.2579076,1.0,10
3,sald-128-100m,"Annealing(rc, medium)",4,dstree,,,0.4756448,1.0,10
4,sald-128-100m,"Annealing(rc, medium)",5,dstree,,,0.999993,1.0,10
5,sald-128-100m,"Annealing(rc, medium)",6,dstree,,,0.7700404,1.0,10
6,sald-128-100m,"Annealing(rc, medium)",7,dstree,,,0.8035,1.0,10
7,sald-128-100m,"Annealing(rc, medium)",8,dstree,,,0.7517536,1.0,10
8,sald-128-100m,"Annealing(rc, medium)",9,dstree,,,0.983812,1.0,10
9,sald-128-100m,"Annealing(rc, medium)",10,dstree,,,0.18704,1.0,10
0,sald-128-100m,"Annealing(rc, hard)",1,dstree,,,0.2148386,1.0,10
1,sald-128-100m,"Annealing(rc, hard)",2,dstree,,,0.9999212,1.0,10
2,sald-128-100m,"Annealing(rc, hard)",3,dstree,,,0.2317094,1.0,10
3,sald-128-100m,"Annealing(rc, hard)",4,dstree,,,0.4666602,1.0,10
4,sald-128-100m,"Annealing(rc, hard)",5,dstree,,,0.9999878,1.0,10
5,sald-128-100m,"Annealing(rc, hard)",6,dstree,,,0.7766354,1.0,10
6,sald-128-100m,"Annealing(rc, hard)",7,dstree,,,0.8487614,1.0,10
7,sald-128-100m,"Annealing(rc, hard)",8,dstree,,,0.7787648,1.0,10
8,sald-128-100m,"Annealing(rc, hard)",9,dstree,,,0.9760392,1.0,10
9,sald-128-100m,"Annealing(rc, hard)",10,dstree,,,0.1498008,1.0,10
0,sald-128-100m,"Annealing(rc, easy)",1,dstree,,,0.3615428,1.0,1
1,sald-128-100m,"Annealing(rc, easy)",2,dstree,,,0.7483208,1.0,1
2,sald-128-100m,"Annealing(rc, easy)",3,dstree,,,0.1640662,1.0,1
3,sald-128-100m,"Annealing(rc, easy)",4,dstree,,,0.36419,1.0,1
4,sald-128-100m,"Annealing(rc, easy)",5,dstree,,,0.8813126,1.0,1
5,sald-128-100m,"Annealing(rc, easy)",6,dstree,,,0.0002656,1.0,1
6,sald-128-100m,"Annealing(rc, easy)",7,dstree,,,0.6466496,1.0,1
7,sald-128-100m,"Annealing(rc, easy)",8,dstree,,,0.0001992,1.0,1
8,sald-128-100m,"Annealing(rc, easy)",9,dstree,,,0.6985684,1.0,1
9,sald-128-100m,"Annealing(rc, easy)",10,dstree,,,0.3413048,1.0,1
0,sald-128-100m,"Annealing(rc, medium)",1,dstree,,,0.9996076,1.0,1
1,sald-128-100m,"Annealing(rc, medium)",2,dstree,,,0.935815,1.0,1
2,sald-128-100m,"Annealing(rc, medium)",3,dstree,,,0.9987416,1.0,1
3,sald-128-100m,"Annealing(rc, medium)",4,dstree,,,0.993478,1.0,1
4,sald-128-100m,"Annealing(rc, medium)",5,dstree,,,0.7590772,1.0,1
5,sald-128-100m,"Annealing(rc, medium)",6,dstree,,,0.9965934,1.0,1
6,sald-128-100m,"Annealing(rc, medium)",7,dstree,,,0.9983728,1.0,1
7,sald-128-100m,"Annealing(rc, medium)",8,dstree,,,0.9972102,1.0,1
8,sald-128-100m,"Annealing(rc, medium)",9,dstree,,,0.9642992,1.0,1
9,sald-128-100m,"Annealing(rc, medium)",10,dstree,,,0.9980238,1.0,1
0,sald-128-100m,"Annealing(rc, hard)",1,dstree,,,0.9999974,1.0,1
1,sald-128-100m,"Annealing(rc, hard)",2,dstree,,,0.9988804,1.0,1
2,sald-128-100m,"Annealing(rc, hard)",3,dstree,,,0.9999914,1.0,1
3,sald-128-100m,"Annealing(rc, hard)",4,dstree,,,0.9998274,1.0,1
4,sald-128-100m,"Annealing(rc, hard)",5,dstree,,,0.998665,1.0,1
5,sald-128-100m,"Annealing(rc, hard)",6,dstree,,,0.9999922,1.0,1
6,sald-128-100m,"Annealing(rc, hard)",7,dstree,,,0.9999914,1.0,1
7,sald-128-100m,"Annealing(rc, hard)",8,dstree,,,0.9999914,1.0,1
8,sald-128-100m,"Annealing(rc, hard)",9,dstree,,,0.9999902,1.0,1
9,sald-128-100m,"Annealing(rc, hard)",10,dstree,,,0.9999808,1.0,1
0,astro-256-100m,"Annealing(rc, easy)",1,dstree,,,1.0,1.0,10
1,astro-256-100m,"Annealing(rc, easy)",2,dstree,,,1.0,1.0,10
2,astro-256-100m,"Annealing(rc, easy)",3,dstree,,,1.0,1.0,10
3,astro-256-100m,"Annealing(rc, easy)",4,dstree,,,1.000165,1.0,10
4,astro-256-100m,"Annealing(rc, easy)",5,dstree,,,1.0001246,1.0,10
5,astro-256-100m,"Annealing(rc, easy)",6,dstree,,,1.0,1.0,10
6,astro-256-100m,"Annealing(rc, easy)",7,dstree,,,1.0001236,1.0,10
7,astro-256-100m,"Annealing(rc, easy)",8,dstree,,,1.0000864,1.0,10
8,astro-256-100m,"Annealing(rc, easy)",9,dstree,,,1.0,1.0,10
9,astro-256-100m,"Annealing(rc, easy)",10,dstree,,,1.000144,1.0,10
0,astro-256-100m,"Annealing(rc, medium)",1,dstree,,,1.0,1.0,10
1,astro-256-100m,"Annealing(rc, medium)",2,dstree,,,1.0,1.0,10
2,astro-256-100m,"Annealing(rc, medium)",3,dstree,,,1.0,1.0,10
3,astro-256-100m,"Annealing(rc, medium)",4,dstree,,,1.0,1.0,10
4,astro-256-100m,"Annealing(rc, medium)",5,dstree,,,1.0,1.0,10
5,astro-256-100m,"Annealing(rc, medium)",6,dstree,,,1.0,1.0,10
6,astro-256-100m,"Annealing(rc, medium)",7,dstree,,,1.0,1.0,10
7,astro-256-100m,"Annealing(rc, medium)",8,dstree,,,1.0,1.0,10
8,astro-256-100m,"Annealing(rc, medium)",9,dstree,,,1.0,1.0,10
9,astro-256-100m,"Annealing(rc, medium)",10,dstree,,,1.0,1.0,10
0,astro-256-100m,"Annealing(rc, hard)",1,dstree,,,1.0,1.0,10
1,astro-256-100m,"Annealing(rc, hard)",2,dstree,,,1.0,1.0,10
2,astro-256-100m,"Annealing(rc, hard)",3,dstree,,,1.0,1.0,10
3,astro-256-100m,"Annealing(rc, hard)",4,dstree,,,1.0,1.0,10
4,astro-256-100m,"Annealing(rc, hard)",5,dstree,,,1.0,1.0,10
5,astro-256-100m,"Annealing(rc, hard)",6,dstree,,,1.0,1.0,10
6,astro-256-100m,"Annealing(rc, hard)",7,dstree,,,1.0,1.0,10
7,astro-256-100m,"Annealing(rc, hard)",8,dstree,,,1.0,1.0,10
8,astro-256-100m,"Annealing(rc, hard)",9,dstree,,,1.0,1.0,10
9,astro-256-100m,"Annealing(rc, hard)",10,dstree,,,1.0,1.0,10
0,astro-256-100m,"Annealing(rc, easy)",1,dstree,,,0.0922516,1.0,1
1,astro-256-100m,"Annealing(rc, easy)",2,dstree,,,0.6673604,1.0,1
2,astro-256-100m,"Annealing(rc, easy)",3,dstree,,,0.9910276,1.0,1
3,astro-256-100m,"Annealing(rc, easy)",4,dstree,,,1.0,1.0,1
4,astro-256-100m,"Annealing(rc, easy)",5,dstree,,,1.0,1.0,1
5,astro-256-100m,"Annealing(rc, easy)",6,dstree,,,0.1608568,1.0,1
6,astro-256-100m,"Annealing(rc, easy)",7,dstree,,,1.0,1.0,1
7,astro-256-100m,"Annealing(rc, easy)",8,dstree,,,1.0,1.0,1
8,astro-256-100m,"Annealing(rc, easy)",9,dstree,,,0.2083594,1.0,1
9,astro-256-100m,"Annealing(rc, easy)",10,dstree,,,1.0,1.0,1
0,astro-256-100m,"Annealing(rc, medium)",1,dstree,,,1.0,1.0,1
1,astro-256-100m,"Annealing(rc, medium)",2,dstree,,,1.0,1.0,1
2,astro-256-100m,"Annealing(rc, medium)",3,dstree,,,0.0002244,1.0,1
3,astro-256-100m,"Annealing(rc, medium)",4,dstree,,,1.0,1.0,1
4,astro-256-100m,"Annealing(rc, medium)",5,dstree,,,1.0,1.0,1
5,astro-256-100m,"Annealing(rc, medium)",6,dstree,,,1.0,1.0,1
6,astro-256-100m,"Annealing(rc, medium)",7,dstree,,,1.0,1.0,1
7,astro-256-100m,"Annealing(rc, medium)",8,dstree,,,1.0,1.0,1
8,astro-256-100m,"Annealing(rc, medium)",9,dstree,,,1.0,1.0,1
9,astro-256-100m,"Annealing(rc, medium)",10,dstree,,,1.0,1.0,1
0,astro-256-100m,"Annealing(rc, hard)",1,dstree,,,1.0,1.0,1
1,astro-256-100m,"Annealing(rc, hard)",2,dstree,,,1.0,1.0,1
2,astro-256-100m,"Annealing(rc, hard)",3,dstree,,,1.0,1.0,1
3,astro-256-100m,"Annealing(rc, hard)",4,dstree,,,1.0,1.0,1
4,astro-256-100m,"Annealing(rc, hard)",5,dstree,,,1.0,1.0,1
5,astro-256-100m,"Annealing(rc, hard)",6,dstree,,,1.0,1.0,1
6,astro-256-100m,"Annealing(rc, hard)",7,dstree,,,1.0,1.0,1
7,astro-256-100m,"Annealing(rc, hard)",8,dstree,,,1.0,1.0,1
8,astro-256-100m,"Annealing(rc, hard)",9,dstree,,,1.0,1.0,1
9,astro-256-100m,"Annealing(rc, hard)",10,dstree,,,1.0,1.0,1
0,deep1b-96-100m,"Annealing(rc, easy)",1,dstree,,,1.0001084,1.0,10
1,deep1b-96-100m,"Annealing(rc, easy)",2,dstree,,,0.9997596,1.0,10
2,deep1b-96-100m,"Annealing(rc, easy)",3,dstree,,,0.9999998,1.0,10
3,deep1b-96-100m,"Annealing(rc, easy)",4,dstree,,,1.0,1.0,10
4,deep1b-96-100m,"Annealing(rc, easy)",5,dstree,,,1.00011,1.0,10
5,deep1b-96-100m,"Annealing(rc, easy)",6,dstree,,,1.0001548,1.0,10
6,deep1b-96-100m,"Annealing(rc, easy)",7,dstree,,,0.9999996,1.0,10
7,deep1b-96-100m,"Annealing(rc, easy)",8,dstree,,,1.0,1.0,10
8,deep1b-96-100m,"Annealing(rc, easy)",9,dstree,,,1.0,1.0,10
9,deep1b-96-100m,"Annealing(rc, easy)",10,dstree,,,1.0001348,1.0,10
0,deep1b-96-100m,"Annealing(rc, medium)",1,dstree,,,1.0,1.0,10
1,deep1b-96-100m,"Annealing(rc, medium)",2,dstree,,,0.999407,1.0,10
2,deep1b-96-100m,"Annealing(rc, medium)",3,dstree,,,0.9999998,1.0,10
3,deep1b-96-100m,"Annealing(rc, medium)",4,dstree,,,1.0,1.0,10
4,deep1b-96-100m,"Annealing(rc, medium)",5,dstree,,,1.0,1.0,10
5,deep1b-96-100m,"Annealing(rc, medium)",6,dstree,,,1.0,1.0,10
6,deep1b-96-100m,"Annealing(rc, medium)",7,dstree,,,0.9999996,1.0,10
7,deep1b-96-100m,"Annealing(rc, medium)",8,dstree,,,1.0,1.0,10
8,deep1b-96-100m,"Annealing(rc, medium)",9,dstree,,,1.0,1.0,10
9,deep1b-96-100m,"Annealing(rc, medium)",10,dstree,,,1.0,1.0,10
0,deep1b-96-100m,"Annealing(rc, hard)",1,dstree,,,1.0,1.0,10
1,deep1b-96-100m,"Annealing(rc, hard)",2,dstree,,,0.9997808,1.0,10
2,deep1b-96-100m,"Annealing(rc, hard)",3,dstree,,,0.9999998,1.0,10
3,deep1b-96-100m,"Annealing(rc, hard)",4,dstree,,,1.0,1.0,10
4,deep1b-96-100m,"Annealing(rc, hard)",5,dstree,,,1.0,1.0,10
5,deep1b-96-100m,"Annealing(rc, hard)",6,dstree,,,1.0,1.0,10
6,deep1b-96-100m,"Annealing(rc, hard)",7,dstree,,,0.9999998,1.0,10
7,deep1b-96-100m,"Annealing(rc, hard)",8,dstree,,,0.9999998,1.0,10
8,deep1b-96-100m,"Annealing(rc, hard)",9,dstree,,,1.0,1.0,10
9,deep1b-96-100m,"Annealing(rc, hard)",10,dstree,,,1.0,1.0,10
0,deep1b-96-100m,"Annealing(rc, easy)",1,dstree,,,0.0002168,1.0,1
1,deep1b-96-100m,"Annealing(rc, easy)",2,dstree,,,1.0,1.0,1
2,deep1b-96-100m,"Annealing(rc, easy)",3,dstree,,,0.994598,1.0,1
3,deep1b-96-100m,"Annealing(rc, easy)",4,dstree,,,0.9542496,1.0,1
4,deep1b-96-100m,"Annealing(rc, easy)",5,dstree,,,0.00022,1.0,1
5,deep1b-96-100m,"Annealing(rc, easy)",6,dstree,,,0.4714974,1.0,1
6,deep1b-96-100m,"Annealing(rc, easy)",7,dstree,,,0.9983388,1.0,1
7,deep1b-96-100m,"Annealing(rc, easy)",8,dstree,,,0.9380834,1.0,1
8,deep1b-96-100m,"Annealing(rc, easy)",9,dstree,,,0.266874,1.0,1
9,deep1b-96-100m,"Annealing(rc, easy)",10,dstree,,,0.0002696,1.0,1
0,deep1b-96-100m,"Annealing(rc, medium)",1,dstree,,,1.0,1.0,1
1,deep1b-96-100m,"Annealing(rc, medium)",2,dstree,,,1.0,1.0,1
2,deep1b-96-100m,"Annealing(rc, medium)",3,dstree,,,1.0,1.0,1
3,deep1b-96-100m,"Annealing(rc, medium)",4,dstree,,,1.0,1.0,1
4,deep1b-96-100m,"Annealing(rc, medium)",5,dstree,,,1.0,1.0,1
5,deep1b-96-100m,"Annealing(rc, medium)",6,dstree,,,1.0,1.0,1
6,deep1b-96-100m,"Annealing(rc, medium)",7,dstree,,,1.0,1.0,1
7,deep1b-96-100m,"Annealing(rc, medium)",8,dstree,,,1.0,1.0,1
8,deep1b-96-100m,"Annealing(rc, medium)",9,dstree,,,1.0,1.0,1
9,deep1b-96-100m,"Annealing(rc, medium)",10,dstree,,,1.0,1.0,1
0,deep1b-96-100m,"Annealing(rc, hard)",1,dstree,,,1.0,1.0,1
1,deep1b-96-100m,"Annealing(rc, hard)",2,dstree,,,1.0,1.0,1
2,deep1b-96-100m,"Annealing(rc, hard)",3,dstree,,,1.0,1.0,1
3,deep1b-96-100m,"Annealing(rc, hard)",4,dstree,,,1.0,1.0,1
4,deep1b-96-100m,"Annealing(rc, hard)",5,dstree,,,1.0,1.0,1
5,deep1b-96-100m,"Annealing(rc, hard)",6,dstree,,,1.0,1.0,1
6,deep1b-96-100m,"Annealing(rc, hard)",7,dstree,,,1.0,1.0,1
7,deep1b-96-100m,"Annealing(rc, hard)",8,dstree,,,1.0,1.0,1
8,deep1b-96-100m,"Annealing(rc, hard)",9,dstree,,,1.0,1.0,1
9,deep1b-96-100m,"Annealing(rc, hard)",10,dstree,,,1.0,1.0,1
0,seismic-256-100m,"Annealing(rc, easy)",1,dstree,,,0.2910394,1.0,10
1,seismic-256-100m,"Annealing(rc, easy)",2,dstree,,,0.9987408,1.0,10
2,seismic-256-100m,"Annealing(rc, easy)",3,dstree,,,0.0412632,1.0,10
3,seismic-256-100m,"Annealing(rc, easy)",4,dstree,,,0.5451702,1.0,10
4,seismic-256-100m,"Annealing(rc, easy)",5,dstree,,,0.9910404,1.0,10
5,seismic-256-100m,"Annealing(rc, easy)",6,dstree,,,0.7765876,1.0,10
6,seismic-256-100m,"Annealing(rc, easy)",7,dstree,,,0.9997948,1.0,10
7,seismic-256-100m,"Annealing(rc, easy)",8,dstree,,,0.7396954,1.0,10
8,seismic-256-100m,"Annealing(rc, easy)",9,dstree,,,0.9999136,1.0,10
9,seismic-256-100m,"Annealing(rc, easy)",10,dstree,,,0.9995104,1.0,10
0,seismic-256-100m,"Annealing(rc, medium)",1,dstree,,,0.3225228,1.0,10
1,seismic-256-100m,"Annealing(rc, medium)",2,dstree,,,0.999988,1.0,10
2,seismic-256-100m,"Annealing(rc, medium)",3,dstree,,,0.0364602,1.0,10
3,seismic-256-100m,"Annealing(rc, medium)",4,dstree,,,0.5251508,1.0,10
4,seismic-256-100m,"Annealing(rc, medium)",5,dstree,,,0.9974804,1.0,10
5,seismic-256-100m,"Annealing(rc, medium)",6,dstree,,,0.7502762,1.0,10
6,seismic-256-100m,"Annealing(rc, medium)",7,dstree,,,0.9999996,1.0,10
