,dataset,workload,query_index,index_name,index_params,time_s,distcomp,recall,k
11,astro-256-100m,GaussianNoise(medium),12,dstree,,,1.0,1.0,10
12,astro-256-100m,GaussianNoise(medium),13,dstree,,,1.0,1.0,10
13,astro-256-100m,GaussianNoise(medium),14,dstree,,,1.0,1.0,10
14,astro-256-100m,GaussianNoise(medium),15,dstree,,,1.0,1.0,10
15,astro-256-100m,GaussianNoise(medium),16,dstree,,,0.0772068,1.0,10
16,astro-256-100m,GaussianNoise(medium),17,dstree,,,1.0,1.0,10
17,astro-256-100m,GaussianNoise(medium),18,dstree,,,1.0,1.0,10
18,astro-256-100m,GaussianNoise(medium),19,dstree,,,1.0,1.0,10
19,astro-256-100m,GaussianNoise(medium),20,dstree,,,1.0,1.0,10
20,astro-256-100m,GaussianNoise(medium),21,dstree,,,1.0,1.0,10
21,astro-256-100m,GaussianNoise(medium),22,dstree,,,1.0,1.0,10
22,astro-256-100m,GaussianNoise(medium),23,dstree,,,1.0,1.0,10
23,astro-256-100m,GaussianNoise(medium),24,dstree,,,1.0,1.0,10
24,astro-256-100m,GaussianNoise(medium),25,dstree,,,1.0,1.0,10
25,astro-256-100m,GaussianNoise(medium),26,dstree,,,1.0,1.0,10
26,astro-256-100m,GaussianNoise(medium),27,dstree,,,1.0,1.0,10
27,astro-256-100m,GaussianNoise(medium),28,dstree,,,0.9968164,1.0,10
28,astro-256-100m,GaussianNoise(medium),29,dstree,,,1.0,1.0,10
29,astro-256-100m,GaussianNoise(medium),30,dstree,,,1.0,1.0,10
30,astro-256-100m,GaussianNoise(medium),31,dstree,,,1.0,1.0,10
31,astro-256-100m,GaussianNoise(medium),32,dstree,,,1.0,1.0,10
32,astro-256-100m,GaussianNoise(medium),33,dstree,,,1.0,1.0,10
33,astro-256-100m,GaussianNoise(medium),34,dstree,,,1.0,1.0,10
34,astro-256-100m,GaussianNoise(medium),35,dstree,,,1.0,1.0,10
35,astro-256-100m,GaussianNoise(medium),36,dstree,,,1.0,1.0,10
36,astro-256-100m,GaussianNoise(medium),37,dstree,,,1.0,1.0,10
37,astro-256-100m,GaussianNoise(medium),38,dstree,,,1.0,1.0,10
38,astro-256-100m,GaussianNoise(medium),39,dstree,,,0.9928872,1.0,10
39,astro-256-100m,GaussianNoise(medium),40,dstree,,,1.0,1.0,10
40,astro-256-100m,GaussianNoise(medium),41,dstree,,,1.0,1.0,10
41,astro-256-100m,GaussianNoise(medium),42,dstree,,,0.9998912,1.0,10
42,astro-256-100m,GaussianNoise(medium),43,dstree,,,1.0,1.0,10
43,astro-256-100m,GaussianNoise(medium),44,dstree,,,1.0,1.0,10
44,astro-256-100m,GaussianNoise(medium),45,dstree,,,1.0,1.0,10
45,astro-256-100m,GaussianNoise(medium),46,dstree,,,1.0,1.0,10
46,astro-256-100m,GaussianNoise(medium),47,dstree,,,1.0,1.0,10
47,astro-256-100m,GaussianNoise(medium),48,dstree,,,1.0,1.0,10
48,astro-256-100m,GaussianNoise(medium),49,dstree,,,1.0,1.0,10
49,astro-256-100m,GaussianNoise(medium),50,dstree,,,1.0,1.0,10
50,astro-256-100m,GaussianNoise(medium),51,dstree,,,1.0,1.0,10
51,astro-256-100m,GaussianNoise(medium),52,dstree,,,1.0,1.0,10
52,astro-256-100m,GaussianNoise(medium),53,dstree,,,1.0,1.0,10
53,astro-256-100m,GaussianNoise(medium),54,dstree,,,0.9999858,1.0,10
54,astro-256-100m,GaussianNoise(medium),55,dstree,,,1.0,1.0,10
55,astro-256-100m,GaussianNoise(medium),56,dstree,,,1.0,1.0,10
56,astro-256-100m,GaussianNoise(medium),57,dstree,,,0.6054426,1.0,10
57,astro-256-100m,GaussianNoise(medium),58,dstree,,,1.0,1.0,10
58,astro-256-100m,GaussianNoise(medium),59,dstree,,,1.0,1.0,10
59,astro-256-100m,GaussianNoise(medium),60,dstree,,,1.0,1.0,10
60,astro-256-100m,GaussianNoise(medium),61,dstree,,,1.0,1.0,10
61,astro-256-100m,GaussianNoise(medium),62,dstree,,,1.0,1.0,10
62,astro-256-100m,GaussianNoise(medium),63,dstree,,,1.0,1.0,10
63,astro-256-100m,GaussianNoise(medium),64,dstree,,,0.9985536,1.0,10
64,astro-256-100m,GaussianNoise(medium),65,dstree,,,1.0,1.0,10
65,astro-256-100m,GaussianNoise(medium),66,dstree,,,1.0,1.0,10
66,astro-256-100m,GaussianNoise(medium),67,dstree,,,1.0,1.0,10
67,astro-256-100m,GaussianNoise(medium),68,dstree,,,1.0,1.0,10
68,astro-256-100m,GaussianNoise(medium),69,dstree,,,1.0,1.0,10
69,astro-256-100m,GaussianNoise(medium),70,dstree,,,1.0,1.0,10
70,astro-256-100m,GaussianNoise(medium),71,dstree,,,1.0,1.0,10
71,astro-256-100m,GaussianNoise(medium),72,dstree,,,1.0,1.0,10
72,astro-256-100m,GaussianNoise(medium),73,dstree,,,1.0,1.0,10
73,astro-256-100m,GaussianNoise(medium),74,dstree,,,0.9983422,1.0,10
74,astro-256-100m,GaussianNoise(medium),75,dstree,,,1.0,1.0,10
75,astro-256-100m,GaussianNoise(medium),76,dstree,,,1.0,1.0,10
76,astro-256-100m,GaussianNoise(medium),77,dstree,,,1.0,1.0,10
77,astro-256-100m,GaussianNoise(medium),78,dstree,,,1.0,1.0,10
78,astro-256-100m,GaussianNoise(medium),79,dstree,,,1.0,1.0,10
79,astro-256-100m,GaussianNoise(medium),80,dstree,,,1.0,1.0,10
80,astro-256-100m,GaussianNoise(medium),81,dstree,,,1.0,1.0,10
81,astro-256-100m,GaussianNoise(medium),82,dstree,,,1.0,1.0,10
82,astro-256-100m,GaussianNoise(medium),83,dstree,,,1.0,1.0,10
83,astro-256-100m,GaussianNoise(medium),84,dstree,,,1.0,1.0,10
84,astro-256-100m,GaussianNoise(medium),85,dstree,,,1.0,1.0,10
85,astro-256-100m,GaussianNoise(medium),86,dstree,,,1.0,1.0,10
86,astro-256-100m,GaussianNoise(medium),87,dstree,,,1.0,1.0,10
87,astro-256-100m,GaussianNoise(medium),88,dstree,,,1.0,1.0,10
88,astro-256-100m,GaussianNoise(medium),89,dstree,,,1.0,1.0,10
89,astro-256-100m,GaussianNoise(medium),90,dstree,,,1.0,1.0,10
90,astro-256-100m,GaussianNoise(medium),91,dstree,,,1.0,1.0,10
91,astro-256-100m,GaussianNoise(medium),92,dstree,,,1.0,1.0,10
92,astro-256-100m,GaussianNoise(medium),93,dstree,,,1.0,1.0,10
93,astro-256-100m,GaussianNoise(medium),94,dstree,,,1.0,1.0,10
94,astro-256-100m,GaussianNoise(medium),95,dstree,,,1.0,1.0,10
95,astro-256-100m,GaussianNoise(medium),96,dstree,,,1.0,1.0,10
96,astro-256-100m,GaussianNoise(medium),97,dstree,,,0.9999864,1.0,10
97,astro-256-100m,GaussianNoise(medium),98,dstree,,,1.0,1.0,10
98,astro-256-100m,GaussianNoise(medium),99,dstree,,,1.0,1.0,10
99,astro-256-100m,GaussianNoise(medium),100,dstree,,,1.0,1.0,10
0,astro-256-100m,GaussianNoise(hard),1,dstree,,,0.9991752,1.0,10
1,astro-256-100m,GaussianNoise(hard),2,dstree,,,1.0,1.0,10
2,astro-256-100m,GaussianNoise(hard),3,dstree,,,1.0,1.0,10
3,astro-256-100m,GaussianNoise(hard),4,dstree,,,1.0,1.0,10
4,astro-256-100m,GaussianNoise(hard),5,dstree,,,1.0,1.0,10
5,astro-256-100m,GaussianNoise(hard),6,dstree,,,1.0,1.0,10
6,astro-256-100m,GaussianNoise(hard),7,dstree,,,1.0,1.0,10
7,astro-256-100m,GaussianNoise(hard),8,dstree,,,1.0,1.0,10
8,astro-256-100m,GaussianNoise(hard),9,dstree,,,1.0,1.0,10
9,astro-256-100m,GaussianNoise(hard),10,dstree,,,1.0,1.0,10
10,astro-256-100m,GaussianNoise(hard),11,dstree,,,1.0,1.0,10
11,astro-256-100m,GaussianNoise(hard),12,dstree,,,1.0,1.0,10
12,astro-256-100m,GaussianNoise(hard),13,dstree,,,1.0,1.0,10
13,astro-256-100m,GaussianNoise(hard),14,dstree,,,1.0,1.0,10
14,astro-256-100m,GaussianNoise(hard),15,dstree,,,1.0,1.0,10
15,astro-256-100m,GaussianNoise(hard),16,dstree,,,1.0,1.0,10
16,astro-256-100m,GaussianNoise(hard),17,dstree,,,1.0,1.0,10
17,astro-256-100m,GaussianNoise(hard),18,dstree,,,1.0,1.0,10
18,astro-256-100m,GaussianNoise(hard),19,dstree,,,1.0,1.0,10
19,astro-256-100m,GaussianNoise(hard),20,dstree,,,1.0,1.0,10
20,astro-256-100m,GaussianNoise(hard),21,dstree,,,1.0,1.0,10
21,astro-256-100m,GaussianNoise(hard),22,dstree,,,1.0,1.0,10
22,astro-256-100m,GaussianNoise(hard),23,dstree,,,1.0,1.0,10
23,astro-256-100m,GaussianNoise(hard),24,dstree,,,1.0,1.0,10
24,astro-256-100m,GaussianNoise(hard),25,dstree,,,1.0,1.0,10
25,astro-256-100m,GaussianNoise(hard),26,dstree,,,1.0,1.0,10
26,astro-256-100m,GaussianNoise(hard),27,dstree,,,1.0,1.0,10
27,astro-256-100m,GaussianNoise(hard),28,dstree,,,1.0,1.0,10
28,astro-256-100m,GaussianNoise(hard),29,dstree,,,1.0,1.0,10
29,astro-256-100m,GaussianNoise(hard),30,dstree,,,1.0,1.0,10
30,astro-256-100m,GaussianNoise(hard),31,dstree,,,1.0,1.0,10
31,astro-256-100m,GaussianNoise(hard),32,dstree,,,1.0,1.0,10
32,astro-256-100m,GaussianNoise(hard),33,dstree,,,1.0,1.0,10
33,astro-256-100m,GaussianNoise(hard),34,dstree,,,1.0,1.0,10
34,astro-256-100m,GaussianNoise(hard),35,dstree,,,0.025133,1.0,10
35,astro-256-100m,GaussianNoise(hard),36,dstree,,,1.0,1.0,10
36,astro-256-100m,GaussianNoise(hard),37,dstree,,,1.0,1.0,10
37,astro-256-100m,GaussianNoise(hard),38,dstree,,,1.0,1.0,10
38,astro-256-100m,GaussianNoise(hard),39,dstree,,,1.0,1.0,10
39,astro-256-100m,GaussianNoise(hard),40,dstree,,,1.0,1.0,10
40,astro-256-100m,GaussianNoise(hard),41,dstree,,,0.9999388,1.0,10
41,astro-256-100m,GaussianNoise(hard),42,dstree,,,1.0,1.0,10
42,astro-256-100m,GaussianNoise(hard),43,dstree,,,1.0,1.0,10
43,astro-256-100m,GaussianNoise(hard),44,dstree,,,1.0,1.0,10
44,astro-256-100m,GaussianNoise(hard),45,dstree,,,1.0,1.0,10
45,astro-256-100m,GaussianNoise(hard),46,dstree,,,1.0,1.0,10
46,astro-256-100m,GaussianNoise(hard),47,dstree,,,0.9979014,1.0,10
47,astro-256-100m,GaussianNoise(hard),48,dstree,,,1.0,1.0,10
48,astro-256-100m,GaussianNoise(hard),49,dstree,,,1.0,1.0,10
49,astro-256-100m,GaussianNoise(hard),50,dstree,,,1.0,1.0,10
50,astro-256-100m,GaussianNoise(hard),51,dstree,,,1.0,1.0,10
51,astro-256-100m,GaussianNoise(hard),52,dstree,,,1.0,1.0,10
52,astro-256-100m,GaussianNoise(hard),53,dstree,,,1.0,1.0,10
53,astro-256-100m,GaussianNoise(hard),54,dstree,,,1.0,1.0,10
54,astro-256-100m,GaussianNoise(hard),55,dstree,,,1.0,1.0,10
55,astro-256-100m,GaussianNoise(hard),56,dstree,,,1.0,1.0,10
56,astro-256-100m,GaussianNoise(hard),57,dstree,,,1.0,1.0,10
57,astro-256-100m,GaussianNoise(hard),58,dstree,,,1.0,1.0,10
58,astro-256-100m,GaussianNoise(hard),59,dstree,,,1.0,1.0,10
59,astro-256-100m,GaussianNoise(hard),60,dstree,,,1.0,1.0,10
60,astro-256-100m,GaussianNoise(hard),61,dstree,,,1.0,1.0,10
61,astro-256-100m,GaussianNoise(hard),62,dstree,,,1.0,1.0,10
62,astro-256-100m,GaussianNoise(hard),63,dstree,,,1.0,1.0,10
63,astro-256-100m,GaussianNoise(hard),64,dstree,,,1.0,1.0,10
64,astro-256-100m,GaussianNoise(hard),65,dstree,,,1.0,1.0,10
65,astro-256-100m,GaussianNoise(hard),66,dstree,,,1.0,1.0,10
66,astro-256-100m,GaussianNoise(hard),67,dstree,,,0.9969206,1.0,10
67,astro-256-100m,GaussianNoise(hard),68,dstree,,,1.0,1.0,10
68,astro-256-100m,GaussianNoise(hard),69,dstree,,,1.0,1.0,10
69,astro-256-100m,GaussianNoise(hard),70,dstree,,,1.0,1.0,10
70,astro-256-100m,GaussianNoise(hard),71,dstree,,,1.0,1.0,10
71,astro-256-100m,GaussianNoise(hard),72,dstree,,,1.0,1.0,10
72,astro-256-100m,GaussianNoise(hard),73,dstree,,,1.0,1.0,10
73,astro-256-100m,GaussianNoise(hard),74,dstree,,,1.0,1.0,10
74,astro-256-100m,GaussianNoise(hard),75,dstree,,,1.0,1.0,10
75,astro-256-100m,GaussianNoise(hard),76,dstree,,,1.0,1.0,10
76,astro-256-100m,GaussianNoise(hard),77,dstree,,,1.0,1.0,10
77,astro-256-100m,GaussianNoise(hard),78,dstree,,,1.0,1.0,10
78,astro-256-100m,GaussianNoise(hard),79,dstree,,,0.9996102,1.0,10
79,astro-256-100m,GaussianNoise(hard),80,dstree,,,1.0,1.0,10
80,astro-256-100m,GaussianNoise(hard),81,dstree,,,1.0,1.0,10
81,astro-256-100m,GaussianNoise(hard),82,dstree,,,1.0,1.0,10
82,astro-256-100m,GaussianNoise(hard),83,dstree,,,1.0,1.0,10
83,astro-256-100m,GaussianNoise(hard),84,dstree,,,1.0,1.0,10
84,astro-256-100m,GaussianNoise(hard),85,dstree,,,1.0,1.0,10
85,astro-256-100m,GaussianNoise(hard),86,dstree,,,1.0,1.0,10
86,astro-256-100m,GaussianNoise(hard),87,dstree,,,1.0,1.0,10
87,astro-256-100m,GaussianNoise(hard),88,dstree,,,1.0,1.0,10
88,astro-256-100m,GaussianNoise(hard),89,dstree,,,1.0,1.0,10
89,astro-256-100m,GaussianNoise(hard),90,dstree,,,1.0,1.0,10
90,astro-256-100m,GaussianNoise(hard),91,dstree,,,1.0,1.0,10
91,astro-256-100m,GaussianNoise(hard),92,dstree,,,1.0,1.0,10
92,astro-256-100m,GaussianNoise(hard),93,dstree,,,1.0,1.0,10
93,astro-256-100m,GaussianNoise(hard),94,dstree,,,1.0,1.0,10
94,astro-256-100m,GaussianNoise(hard),95,dstree,,,1.0,1.0,10
95,astro-256-100m,GaussianNoise(hard),96,dstree,,,1.0,1.0,10
96,astro-256-100m,GaussianNoise(hard),97,dstree,,,1.0,1.0,10
97,astro-256-100m,GaussianNoise(hard),98,dstree,,,1.0,1.0,10
98,astro-256-100m,GaussianNoise(hard),99,dstree,,,0.999379,1.0,10
99,astro-256-100m,GaussianNoise(hard),100,dstree,,,1.0,1.0,10
0,astro-256-100m,GaussianNoise(easy),1,dstree,,,0.0001368,1.0,1
1,astro-256-100m,GaussianNoise(easy),2,dstree,,,0.0001064,1.0,1
2,astro-256-100m,GaussianNoise(easy),3,dstree,,,7.14e-05,1.0,1
3,astro-256-100m,GaussianNoise(easy),4,dstree,,,0.000174,1.0,1
4,astro-256-100m,GaussianNoise(easy),5,dstree,,,4.1e-05,1.0,1
5,astro-256-100m,GaussianNoise(easy),6,dstree,,,0.0002574,1.0,1
6,astro-256-100m,GaussianNoise(easy),7,dstree,,,0.000112,1.0,1
7,astro-256-100m,GaussianNoise(easy),8,dstree,,,0.0001268,1.0,1
8,astro-256-100m,GaussianNoise(easy),9,dstree,,,0.000113,1.0,1
9,astro-256-100m,GaussianNoise(easy),10,dstree,,,0.0001628,1.0,1
10,astro-256-100m,GaussianNoise(easy),11,dstree,,,0.0001782,1.0,1
11,astro-256-100m,GaussianNoise(easy),12,dstree,,,0.0001862,1.0,1
12,astro-256-100m,GaussianNoise(easy),13,dstree,,,0.0001698,1.0,1
13,astro-256-100m,GaussianNoise(easy),14,dstree,,,0.0001112,1.0,1
14,astro-256-100m,GaussianNoise(easy),15,dstree,,,0.000102,1.0,1
15,astro-256-100m,GaussianNoise(easy),16,dstree,,,0.000152,1.0,1
16,astro-256-100m,GaussianNoise(easy),17,dstree,,,0.0001536,1.0,1
17,astro-256-100m,GaussianNoise(easy),18,dstree,,,9.68e-05,1.0,1
18,astro-256-100m,GaussianNoise(easy),19,dstree,,,1.52e-05,1.0,1
19,astro-256-100m,GaussianNoise(easy),20,dstree,,,0.0001542,1.0,1
20,astro-256-100m,GaussianNoise(easy),21,dstree,,,0.0001952,1.0,1
21,astro-256-100m,GaussianNoise(easy),22,dstree,,,7.42e-05,1.0,1
22,astro-256-100m,GaussianNoise(easy),23,dstree,,,0.000143,1.0,1
23,astro-256-100m,GaussianNoise(easy),24,dstree,,,0.000179,1.0,1
24,astro-256-100m,GaussianNoise(easy),25,dstree,,,0.0001542,1.0,1
25,astro-256-100m,GaussianNoise(easy),26,dstree,,,0.000132,1.0,1
26,astro-256-100m,GaussianNoise(easy),27,dstree,,,0.0001562,1.0,1
27,astro-256-100m,GaussianNoise(easy),28,dstree,,,0.0001048,1.0,1
28,astro-256-100m,GaussianNoise(easy),29,dstree,,,0.000103,1.0,1
29,astro-256-100m,GaussianNoise(easy),30,dstree,,,0.0002842,1.0,1
30,astro-256-100m,GaussianNoise(easy),31,dstree,,,3.86e-05,1.0,1
31,astro-256-100m,GaussianNoise(easy),32,dstree,,,1.76e-05,1.0,1
32,astro-256-100m,GaussianNoise(easy),33,dstree,,,5.12e-05,1.0,1
33,astro-256-100m,GaussianNoise(easy),34,dstree,,,0.0001216,1.0,1
34,astro-256-100m,GaussianNoise(easy),35,dstree,,,0.0001298,1.0,1
35,astro-256-100m,GaussianNoise(easy),36,dstree,,,7.62e-05,1.0,1
36,astro-256-100m,GaussianNoise(easy),37,dstree,,,0.000137,1.0,1
37,astro-256-100m,GaussianNoise(easy),38,dstree,,,6.98e-05,1.0,1
38,astro-256-100m,GaussianNoise(easy),39,dstree,,,9.54e-05,1.0,1
39,astro-256-100m,GaussianNoise(easy),40,dstree,,,0.0001824,1.0,1
40,astro-256-100m,GaussianNoise(easy),41,dstree,,,0.0001754,1.0,1
41,astro-256-100m,GaussianNoise(easy),42,dstree,,,0.0001918,1.0,1
42,astro-256-100m,GaussianNoise(easy),43,dstree,,,0.0001866,1.0,1
43,astro-256-100m,GaussianNoise(easy),44,dstree,,,0.0001194,1.0,1
44,astro-256-100m,GaussianNoise(easy),45,dstree,,,0.000165,1.0,1
45,astro-256-100m,GaussianNoise(easy),46,dstree,,,5.7e-05,1.0,1
46,astro-256-100m,GaussianNoise(easy),47,dstree,,,0.0001046,1.0,1
47,astro-256-100m,GaussianNoise(easy),48,dstree,,,5.54e-05,1.0,1
48,astro-256-100m,GaussianNoise(easy),49,dstree,,,0.000117,1.0,1
49,astro-256-100m,GaussianNoise(easy),50,dstree,,,0.0001758,1.0,1
50,astro-256-100m,GaussianNoise(easy),51,dstree,,,0.000128,1.0,1
51,astro-256-100m,GaussianNoise(easy),52,dstree,,,0.0001262,1.0,1
52,astro-256-100m,GaussianNoise(easy),53,dstree,,,0.0001018,1.0,1
53,astro-256-100m,GaussianNoise(easy),54,dstree,,,0.000196,1.0,1
54,astro-256-100m,GaussianNoise(easy),55,dstree,,,0.0001142,1.0,1
55,astro-256-100m,GaussianNoise(easy),56,dstree,,,0.0001876,1.0,1
56,astro-256-100m,GaussianNoise(easy),57,dstree,,,0.0001214,1.0,1
57,astro-256-100m,GaussianNoise(easy),58,dstree,,,9.1e-05,1.0,1
58,astro-256-100m,GaussianNoise(easy),59,dstree,,,0.0001636,1.0,1
59,astro-256-100m,GaussianNoise(easy),60,dstree,,,7.94e-05,1.0,1
60,astro-256-100m,GaussianNoise(easy),61,dstree,,,0.0001712,1.0,1
61,astro-256-100m,GaussianNoise(easy),62,dstree,,,0.0001674,1.0,1
62,astro-256-100m,GaussianNoise(easy),63,dstree,,,0.0001078,1.0,1
63,astro-256-100m,GaussianNoise(easy),64,dstree,,,0.0001298,1.0,1
64,astro-256-100m,GaussianNoise(easy),65,dstree,,,7.92e-05,1.0,1
65,astro-256-100m,GaussianNoise(easy),66,dstree,,,0.0001726,1.0,1
66,astro-256-100m,GaussianNoise(easy),67,dstree,,,0.0001516,1.0,1
67,astro-256-100m,GaussianNoise(easy),68,dstree,,,0.0001636,1.0,1
68,astro-256-100m,GaussianNoise(easy),69,dstree,,,8.84e-05,1.0,1
69,astro-256-100m,GaussianNoise(easy),70,dstree,,,9.7e-05,1.0,1
70,astro-256-100m,GaussianNoise(easy),71,dstree,,,0.0001902,1.0,1
71,astro-256-100m,GaussianNoise(easy),72,dstree,,,0.000116,1.0,1
72,astro-256-100m,GaussianNoise(easy),73,dstree,,,0.0001346,1.0,1
73,astro-256-100m,GaussianNoise(easy),74,dstree,,,0.0001738,1.0,1
74,astro-256-100m,GaussianNoise(easy),75,dstree,,,0.0001422,1.0,1
75,astro-256-100m,GaussianNoise(easy),76,dstree,,,0.0002344,1.0,1
76,astro-256-100m,GaussianNoise(easy),77,dstree,,,0.000165,1.0,1
77,astro-256-100m,GaussianNoise(easy),78,dstree,,,0.0001648,1.0,1
78,astro-256-100m,GaussianNoise(easy),79,dstree,,,0.0001514,1.0,1
79,astro-256-100m,GaussianNoise(easy),80,dstree,,,0.0001952,1.0,1
80,astro-256-100m,GaussianNoise(easy),81,dstree,,,0.0001,1.0,1
81,astro-256-100m,GaussianNoise(easy),82,dstree,,,0.0001606,1.0,1
82,astro-256-100m,GaussianNoise(easy),83,dstree,,,0.0001952,1.0,1
83,astro-256-100m,GaussianNoise(easy),84,dstree,,,0.0001084,1.0,1
84,astro-256-100m,GaussianNoise(easy),85,dstree,,,0.0001654,1.0,1
85,astro-256-100m,GaussianNoise(easy),86,dstree,,,0.000191,1.0,1
86,astro-256-100m,GaussianNoise(easy),87,dstree,,,0.0001988,1.0,1
87,astro-256-100m,GaussianNoise(easy),88,dstree,,,5.32e-05,1.0,1
88,astro-256-100m,GaussianNoise(easy),89,dstree,,,0.0001722,1.0,1
89,astro-256-100m,GaussianNoise(easy),90,dstree,,,0.0001594,1.0,1
90,astro-256-100m,GaussianNoise(easy),91,dstree,,,0.0001572,1.0,1
91,astro-256-100m,GaussianNoise(easy),92,dstree,,,8.86e-05,1.0,1
92,astro-256-100m,GaussianNoise(easy),93,dstree,,,8.3e-05,1.0,1
93,astro-256-100m,GaussianNoise(easy),94,dstree,,,7.42e-05,1.0,1
94,astro-256-100m,GaussianNoise(easy),95,dstree,,,0.000156,1.0,1
95,astro-256-100m,GaussianNoise(easy),96,dstree,,,7.38e-05,1.0,1
96,astro-256-100m,GaussianNoise(easy),97,dstree,,,0.0001974,1.0,1
97,astro-256-100m,GaussianNoise(easy),98,dstree,,,0.0002066,1.0,1
98,astro-256-100m,GaussianNoise(easy),99,dstree,,,0.0001234,1.0,1
99,astro-256-100m,GaussianNoise(easy),100,dstree,,,0.0001466,1.0,1
0,astro-256-100m,GaussianNoise(medium),1,dstree,,,0.0001362,1.0,1
1,astro-256-100m,GaussianNoise(medium),2,dstree,,,0.0003022,1.0,1
2,astro-256-100m,GaussianNoise(medium),3,dstree,,,0.0001382,1.0,1
3,astro-256-100m,GaussianNoise(medium),4,dstree,,,0.0007282,1.0,1
4,astro-256-100m,GaussianNoise(medium),5,dstree,,,0.000152,1.0,1
5,astro-256-100m,GaussianNoise(medium),6,dstree,,,0.0001098,1.0,1
6,astro-256-100m,GaussianNoise(medium),7,dstree,,,0.000248,1.0,1
7,astro-256-100m,GaussianNoise(medium),8,dstree,,,0.0001542,1.0,1
8,astro-256-100m,GaussianNoise(medium),9,dstree,,,0.0002856,1.0,1
9,astro-256-100m,GaussianNoise(medium),10,dstree,,,0.0001324,1.0,1
10,astro-256-100m,GaussianNoise(medium),11,dstree,,,0.0003434,1.0,1
11,astro-256-100m,GaussianNoise(medium),12,dstree,,,0.0003894,1.0,1
12,astro-256-100m,GaussianNoise(medium),13,dstree,,,8.9e-05,1.0,1
13,astro-256-100m,GaussianNoise(medium),14,dstree,,,0.000282,1.0,1
14,astro-256-100m,GaussianNoise(medium),15,dstree,,,0.0003382,1.0,1
15,astro-256-100m,GaussianNoise(medium),16,dstree,,,0.0001716,1.0,1
16,astro-256-100m,GaussianNoise(medium),17,dstree,,,0.000186,1.0,1
17,astro-256-100m,GaussianNoise(medium),18,dstree,,,0.0001606,1.0,1
18,astro-256-100m,GaussianNoise(medium),19,dstree,,,0.0001726,1.0,1
19,astro-256-100m,GaussianNoise(medium),20,dstree,,,0.0007576,1.0,1
20,astro-256-100m,GaussianNoise(medium),21,dstree,,,0.0001168,1.0,1
21,astro-256-100m,GaussianNoise(medium),22,dstree,,,0.0001542,1.0,1
22,astro-256-100m,GaussianNoise(medium),23,dstree,,,0.0001772,1.0,1
23,astro-256-100m,GaussianNoise(medium),24,dstree,,,0.0001422,1.0,1
24,astro-256-100m,GaussianNoise(medium),25,dstree,,,0.0001872,1.0,1
25,astro-256-100m,GaussianNoise(medium),26,dstree,,,0.0004924,1.0,1
26,astro-256-100m,GaussianNoise(medium),27,dstree,,,0.0001716,1.0,1
27,astro-256-100m,GaussianNoise(medium),28,dstree,,,5.3e-05,1.0,1
28,astro-256-100m,GaussianNoise(medium),29,dstree,,,0.0001044,1.0,1
29,astro-256-100m,GaussianNoise(medium),30,dstree,,,0.0004292,1.0,1
30,astro-256-100m,GaussianNoise(medium),31,dstree,,,0.000227,1.0,1
31,astro-256-100m,GaussianNoise(medium),32,dstree,,,9.18e-05,1.0,1
32,astro-256-100m,GaussianNoise(medium),33,dstree,,,0.0001862,1.0,1
33,astro-256-100m,GaussianNoise(medium),34,dstree,,,0.000102,1.0,1
34,astro-256-100m,GaussianNoise(medium),35,dstree,,,0.000128,1.0,1
35,astro-256-100m,GaussianNoise(medium),36,dstree,,,0.0001742,1.0,1
36,astro-256-100m,GaussianNoise(medium),37,dstree,,,0.000127,1.0,1
37,astro-256-100m,GaussianNoise(medium),38,dstree,,,0.000938,1.0,1
38,astro-256-100m,GaussianNoise(medium),39,dstree,,,0.0001354,1.0,1
39,astro-256-100m,GaussianNoise(medium),40,dstree,,,0.0001758,1.0,1
40,astro-256-100m,GaussianNoise(medium),41,dstree,,,0.000109,1.0,1
41,astro-256-100m,GaussianNoise(medium),42,dstree,,,0.0001488,1.0,1
42,astro-256-100m,GaussianNoise(medium),43,dstree,,,0.0001848,1.0,1
43,astro-256-100m,GaussianNoise(medium),44,dstree,,,0.0001606,1.0,1
44,astro-256-100m,GaussianNoise(medium),45,dstree,,,0.0004296,1.0,1
45,astro-256-100m,GaussianNoise(medium),46,dstree,,,0.0005232,1.0,1
46,astro-256-100m,GaussianNoise(medium),47,dstree,,,0.0002852,1.0,1
47,astro-256-100m,GaussianNoise(medium),48,dstree,,,0.0001812,1.0,1
48,astro-256-100m,GaussianNoise(medium),49,dstree,,,0.0003058,1.0,1
49,astro-256-100m,GaussianNoise(medium),50,dstree,,,0.000191,1.0,1
50,astro-256-100m,GaussianNoise(medium),51,dstree,,,0.000131,1.0,1
51,astro-256-100m,GaussianNoise(medium),52,dstree,,,0.0005066,1.0,1
52,astro-256-100m,GaussianNoise(medium),53,dstree,,,5.64e-05,1.0,1
53,astro-256-100m,GaussianNoise(medium),54,dstree,,,0.0001176,1.0,1
54,astro-256-100m,GaussianNoise(medium),55,dstree,,,0.0001356,1.0,1
55,astro-256-100m,GaussianNoise(medium),56,dstree,,,0.0001712,1.0,1
56,astro-256-100m,GaussianNoise(medium),57,dstree,,,0.000139,1.0,1
57,astro-256-100m,GaussianNoise(medium),58,dstree,,,0.00042,1.0,1
58,astro-256-100m,GaussianNoise(medium),59,dstree,,,0.0004382,1.0,1
59,astro-256-100m,GaussianNoise(medium),60,dstree,,,0.000276,1.0,1
