i,lid_10,rc_10,exp_20|10,distcomp,dataset,workload_description,eps_q0.25,eps_q0.5,eps_q0.75
621,53.73598899595035,2.606136,1.0120133,0.005869,sald-128-100m,File(sald-128-1k),0.080021,0.485039,0.9999996
622,9.626267745410411,3.7719333,1.037438,0.0028208,sald-128-100m,File(sald-128-1k),0.0002548,0.0145238,0.095063
623,69.91072705223766,1.7886813,1.0063775,0.0152834,sald-128-100m,File(sald-128-1k),0.5964236,1.0,1.0
624,37.67246381604262,1.738677,1.0125124,0.0073806,sald-128-100m,File(sald-128-1k),0.4332202,1.0,1.0
625,37.250196722274374,2.072085,1.014151,0.0095768,sald-128-100m,File(sald-128-1k),0.2038922,0.9942132,1.0
626,8.900787641584737,3.5168097,1.0611436,0.0028676,sald-128-100m,File(sald-128-1k),1.2e-05,0.001713,0.0121068
627,26.23891698806072,2.1293395,1.0232108,0.006908,sald-128-100m,File(sald-128-1k),0.0464974,0.9884402,1.0
628,34.886157133605266,3.7071612,1.0333166,0.0054708,sald-128-100m,File(sald-128-1k),0.0095422,0.0851986,0.2499104
629,18.65570658310607,2.312872,1.0190157,0.006202,sald-128-100m,File(sald-128-1k),0.0440602,0.60171,1.0
630,32.63976490092989,2.0005112,1.0375087,0.0043084,sald-128-100m,File(sald-128-1k),0.076098,1.0,1.0
631,26.909755340576513,3.4552333,1.0675874,0.0012304,sald-128-100m,File(sald-128-1k),0.0012708,0.036538,0.4857054
632,43.420307408816456,1.828899,1.0200274,0.0062816,sald-128-100m,File(sald-128-1k),0.4651318,1.0,1.0
633,46.28382942739837,1.8550862,1.0129979,0.024693,sald-128-100m,File(sald-128-1k),0.340439,1.0,1.0
634,10.923781285448397,4.015627,1.0610176,0.0010796,sald-128-100m,File(sald-128-1k),9.84e-05,0.0018674,0.0089442
635,29.986720980376546,1.9038002,1.0255802,0.0366408,sald-128-100m,File(sald-128-1k),0.223808,0.999997,1.0
636,38.722490467793605,3.5509918,1.0453787,0.001987,sald-128-100m,File(sald-128-1k),0.0046404,0.1512802,0.4922384
637,31.730523981815107,2.0635283,1.0174334,0.0075134,sald-128-100m,File(sald-128-1k),0.1538592,0.971063,1.0
638,15.323944634994527,3.127488,1.0372779,0.0061874,sald-128-100m,File(sald-128-1k),0.0069958,0.1442248,0.5316322
639,87.17630185351237,1.5422565,1.0140011,0.0023356,sald-128-100m,File(sald-128-1k),0.9999896,1.0,1.0
640,55.25722008534133,2.3396935,1.0127401,0.0034422,sald-128-100m,File(sald-128-1k),0.1020026,0.825158,1.0
641,27.256615142308295,2.0331705,1.0265616,0.0163926,sald-128-100m,File(sald-128-1k),0.1852888,0.9999852,1.0
642,14.705257280720605,11.7206135,1.0283953,0.003,sald-128-100m,File(sald-128-1k),0.0001586,0.0008216,0.0021824
643,28.037170531747893,2.448758,1.0162829,0.0062026,sald-128-100m,File(sald-128-1k),0.017759,0.4357272,0.9972964
644,8.8545471503951,3.0874858,1.0487102,0.0010442,sald-128-100m,File(sald-128-1k),6e-07,7.62e-05,0.0010604
645,52.65953703678604,1.7092388,1.0070318,0.0096492,sald-128-100m,File(sald-128-1k),0.6802588,1.0,1.0
646,24.03890786267726,3.428026,1.0376856,0.0012824,sald-128-100m,File(sald-128-1k),0.0038104,0.0775226,0.4551732
647,116.37482278476024,1.534586,1.0101465,0.1024746,sald-128-100m,File(sald-128-1k),0.9999916,1.0,1.0
648,18.857336182532684,2.3868144,1.0329119,0.0030478,sald-128-100m,File(sald-128-1k),0.02385,0.5650208,0.999902
649,17.186629641639634,7.2887316,1.0474684,0.0015416,sald-128-100m,File(sald-128-1k),0.0002176,0.0010342,0.0039506
650,22.63658070317884,3.792768,1.0235127,0.0013264,sald-128-100m,File(sald-128-1k),0.0005786,0.0132934,0.1162662
651,25.44968399121897,3.6641028,1.0410507,0.0139178,sald-128-100m,File(sald-128-1k),0.0058972,0.1196038,0.3697508
652,88.57077977464647,1.7817047,1.0235722,0.0096258,sald-128-100m,File(sald-128-1k),0.6817018,1.0,1.0
653,25.259148516767656,2.135504,1.0388662,0.021386,sald-128-100m,File(sald-128-1k),0.0852464,0.9416604,1.0
654,12.517407835822059,2.0406945,1.0221683,0.0011082,sald-128-100m,File(sald-128-1k),0.0077192,0.6259108,1.0
655,11.815749490153967,15.1961355,1.0360616,0.0018762,sald-128-100m,File(sald-128-1k),6.7e-05,0.0003258,0.0006608
656,32.904751610185336,2.255192,1.0361437,0.004114,sald-128-100m,File(sald-128-1k),0.0755126,0.953097,1.0
657,17.077677553850158,2.362839,1.0602403,0.0021962,sald-128-100m,File(sald-128-1k),0.0035284,0.7268956,1.0
658,72.25604292387582,1.6460412,1.0055971,0.0272176,sald-128-100m,File(sald-128-1k),0.836121,1.0,1.0
659,24.010034940540972,2.6143253,1.0145694,0.0025214,sald-128-100m,File(sald-128-1k),0.0230726,0.4323228,0.999804
660,43.85347164193965,1.7771547,1.0217507,0.0083828,sald-128-100m,File(sald-128-1k),0.4924414,1.0,1.0
661,13.587592818187455,4.269317,1.0338714,0.001124,sald-128-100m,File(sald-128-1k),0.000409,0.0084178,0.0671086
662,28.200332292874315,2.8703568,1.0340748,0.0024882,sald-128-100m,File(sald-128-1k),0.0108894,0.253318,0.8145538
663,9.53679473730447,2.0205321,1.0409467,0.000838,sald-128-100m,File(sald-128-1k),0.000461,0.390986,0.9973076
664,21.82460409289283,3.229658,1.0304632,0.0066904,sald-128-100m,File(sald-128-1k),0.0030736,0.1047684,0.5551284
665,51.56143630167887,2.2322006,1.019975,0.0015742,sald-128-100m,File(sald-128-1k),0.107714,0.8737928,1.0
666,212.10327499108752,1.5393602,1.015481,0.0585304,sald-128-100m,File(sald-128-1k),0.999999,1.0,1.0
667,26.343131474510205,2.1310434,1.0283628,0.019912,sald-128-100m,File(sald-128-1k),0.0135848,0.7679378,1.0
668,23.71163978845882,2.730057,1.0375783,0.0038436,sald-128-100m,File(sald-128-1k),0.0018682,0.2106268,0.9340282
669,18.473978729876883,9.933949,1.0548221,0.0018094,sald-128-100m,File(sald-128-1k),0.0001696,0.0010986,0.0032314
670,15.12867582773729,2.729359,1.0221651,0.0048456,sald-128-100m,File(sald-128-1k),0.0024528,0.1595258,0.8791178
671,23.281861091784837,2.0170865,1.0290555,0.0226304,sald-128-100m,File(sald-128-1k),0.0141864,0.7878196,1.0
672,28.049210838750234,1.8328013,1.0269201,0.0306308,sald-128-100m,File(sald-128-1k),0.1804392,1.0,1.0
673,20.640661917117423,3.0151494,1.0382229,0.004167,sald-128-100m,File(sald-128-1k),0.001734,0.0903548,0.6920994
674,15.642928749291277,2.8894813,1.0374125,0.0040446,sald-128-100m,File(sald-128-1k),0.0050776,0.1234538,0.6846566
675,37.65221881572711,2.2465937,1.0242417,0.0129122,sald-128-100m,File(sald-128-1k),0.101755,0.8893934,1.0
676,26.242566026832208,2.6731365,1.0346174,0.002782,sald-128-100m,File(sald-128-1k),0.0047924,0.430375,0.9987766
677,15.659556443154981,4.008183,1.0466785,0.0012426,sald-128-100m,File(sald-128-1k),0.0004568,0.0129068,0.1216946
678,17.32586796038592,3.1361465,1.1366693,0.0015884,sald-128-100m,File(sald-128-1k),0.000202,0.0481778,0.6492126
679,13.768226436800045,2.6830835,1.0441407,0.0010258,sald-128-100m,File(sald-128-1k),0.0005476,0.115172,0.962487
680,61.82022781107333,1.8680955,1.0119673,0.0323756,sald-128-100m,File(sald-128-1k),0.3689528,1.0,1.0
681,68.00361225502564,1.2507427,1.0072914,0.1228552,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
682,16.15038575967847,3.5449522,1.071495,0.0016674,sald-128-100m,File(sald-128-1k),0.0003644,0.0095974,0.1595514
683,34.07684867759961,2.8052394,1.0245886,0.007362,sald-128-100m,File(sald-128-1k),0.0156132,0.2902198,0.9224202
684,14.19591474730148,1.7310631,1.0124186,0.011041,sald-128-100m,File(sald-128-1k),0.0148562,0.9955644,1.0
685,23.44456754313186,3.8871717,1.0467792,0.0038196,sald-128-100m,File(sald-128-1k),0.0017132,0.054598,0.2297318
686,13.756720428504469,1.8981962,1.013195,0.0241402,sald-128-100m,File(sald-128-1k),0.1007844,0.9369282,1.0
687,89.59103882689956,2.2745018,1.011427,0.0040098,sald-128-100m,File(sald-128-1k),0.1648478,0.9544542,1.0
688,8.96216540245722,2.791874,1.0504146,0.001905,sald-128-100m,File(sald-128-1k),2e-07,4.42e-05,0.0010824
689,9.991879560383966,4.007545,1.0619493,0.0017812,sald-128-100m,File(sald-128-1k),7.16e-05,0.0011392,0.0161486
690,27.722831139296545,2.5692277,1.0414239,0.0108936,sald-128-100m,File(sald-128-1k),0.0486006,0.5354198,0.995146
691,26.87318427924325,2.8752537,1.0531762,0.0104528,sald-128-100m,File(sald-128-1k),0.0215384,0.2763436,0.7801156
692,19.036037388121,3.6852474,1.019636,0.0071238,sald-128-100m,File(sald-128-1k),0.0066154,0.057645,0.2440178
693,15.800338524788765,7.4582186,1.0653402,0.0028408,sald-128-100m,File(sald-128-1k),0.0001292,0.0015074,0.0048892
694,37.605693343942974,3.0022092,1.0454544,0.0042952,sald-128-100m,File(sald-128-1k),0.014953,0.2686832,0.8945784
695,18.07553394994407,10.101259,1.0675988,0.0013812,sald-128-100m,File(sald-128-1k),0.0001046,0.0007722,0.0024674
696,117.16701888050837,1.3226646,1.0100461,0.1431926,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
697,36.49186814872993,1.9691012,1.0190526,0.007962,sald-128-100m,File(sald-128-1k),0.2001428,1.0,1.0
698,17.971596893040736,2.7296612,1.0289949,0.0040276,sald-128-100m,File(sald-128-1k),0.0096938,0.25851,0.7881496
699,12.697454583483552,1.9807061,1.0411055,0.0086938,sald-128-100m,File(sald-128-1k),0.0225936,0.888688,1.0
700,18.738258190007087,4.179248,1.0356361,0.0035884,sald-128-100m,File(sald-128-1k),0.003167,0.033091,0.118591
701,25.128846331513035,2.433875,1.0250881,0.0099466,sald-128-100m,File(sald-128-1k),0.0405092,0.528222,1.0
702,25.455809640936003,2.8885336,1.0632977,0.0016392,sald-128-100m,File(sald-128-1k),0.0021426,0.1571388,0.8141868
703,29.506049160233896,1.7970798,1.0167606,0.012627,sald-128-100m,File(sald-128-1k),0.3746316,1.0,1.0
704,75.2913422721111,1.2813107,1.0127003,0.146229,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
705,47.63961150933538,3.6911237,1.0206661,0.0034484,sald-128-100m,File(sald-128-1k),0.0068688,0.1106938,0.3963422
706,28.726571304400885,5.261252,1.0435677,0.0013242,sald-128-100m,File(sald-128-1k),0.0018452,0.0188308,0.0894268
707,21.321645650727735,2.4342248,1.0605078,0.0028326,sald-128-100m,File(sald-128-1k),0.0102436,0.5202492,0.9999824
708,22.961972021386373,2.996058,1.0234543,0.004329,sald-128-100m,File(sald-128-1k),0.0141386,0.1795372,0.8209072
709,17.208135881233904,2.944216,1.0683273,0.0058478,sald-128-100m,File(sald-128-1k),0.0049248,0.1714136,0.6383578
710,33.22281395215287,6.4685245,1.0221977,0.0028068,sald-128-100m,File(sald-128-1k),0.001235,0.0069216,0.0254804
711,65.40570537793187,2.1778123,1.0061276,0.0052924,sald-128-100m,File(sald-128-1k),0.206624,0.9875752,1.0
712,25.30976812923701,4.078931,1.0512292,0.0043064,sald-128-100m,File(sald-128-1k),0.006447,0.0498958,0.1542016
713,21.465607049536228,2.9894702,1.03003,0.001052,sald-128-100m,File(sald-128-1k),0.0024268,0.158398,0.7426172
714,25.984739563529523,2.9111462,1.0255065,0.0065248,sald-128-100m,File(sald-128-1k),0.020559,0.2671496,0.730339
715,69.83248981290751,2.1962967,1.0179307,0.0068694,sald-128-100m,File(sald-128-1k),0.0646234,0.999758,1.0
716,24.846260433310555,2.239616,1.0387442,0.0044798,sald-128-100m,File(sald-128-1k),0.0423752,0.9092372,1.0
717,17.222992450694992,3.7496789,1.0338413,0.0020146,sald-128-100m,File(sald-128-1k),0.0013436,0.0167748,0.1212708
718,20.103233913763752,2.8616817,1.0185716,0.0092564,sald-128-100m,File(sald-128-1k),0.009281,0.2462298,0.851574
719,103.21291538812319,1.4316951,1.0057361,0.0838392,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
720,12.012703631637123,2.7597625,1.038258,0.0020276,sald-128-100m,File(sald-128-1k),0.0021568,0.1756958,0.6651184
721,29.62495150111766,1.8741826,1.0170277,0.0205028,sald-128-100m,File(sald-128-1k),0.2850204,1.0,1.0
722,22.058485723760725,2.4872978,1.0426804,0.003317,sald-128-100m,File(sald-128-1k),0.0026476,0.5565876,0.999991
723,25.004576306827172,7.486418,1.0493113,0.0011932,sald-128-100m,File(sald-128-1k),0.0001546,0.0010722,0.0036568
724,35.21517652346702,2.5577927,1.0178378,0.0045864,sald-128-100m,File(sald-128-1k),0.0352272,0.3474064,0.9956068
725,24.825811936608208,1.9998842,1.0215454,0.0313374,sald-128-100m,File(sald-128-1k),0.1104444,0.9976032,1.0
726,74.20518698222307,1.6790049,1.0147825,0.0951696,sald-128-100m,File(sald-128-1k),0.8286166,1.0,1.0
727,64.97408720428636,1.8293008,1.0149555,0.0049264,sald-128-100m,File(sald-128-1k),0.5036226,1.0,1.0
728,17.059837014452796,2.9082835,1.0497596,0.0055618,sald-128-100m,File(sald-128-1k),0.0153968,0.2979224,0.821141
729,86.13248368908705,2.1933444,1.0150661,0.0035952,sald-128-100m,File(sald-128-1k),0.2071134,0.9896608,1.0
730,25.00180703186498,3.4642677,1.035848,0.0010084,sald-128-100m,File(sald-128-1k),0.0070992,0.080807,0.3840358
731,35.59043800975206,2.177513,1.0419635,0.0015728,sald-128-100m,File(sald-128-1k),0.0533892,0.9788648,1.0
732,53.158387542662055,1.664647,1.0354518,0.0300902,sald-128-100m,File(sald-128-1k),0.9133746,1.0,1.0
733,52.934983258233096,3.340726,1.0172858,0.0014986,sald-128-100m,File(sald-128-1k),0.0145644,0.1735902,0.5263612
734,16.69350263704865,2.9109128,1.0127541,0.0041802,sald-128-100m,File(sald-128-1k),0.008878,0.175071,0.7711174
735,27.644483697264093,1.8278109,1.0215796,0.0104204,sald-128-100m,File(sald-128-1k),0.2497786,1.0,1.0
736,30.911361642965783,8.069242,1.0509877,0.0020272,sald-128-100m,File(sald-128-1k),0.000509,0.002942,0.009381
737,35.7804405478003,1.988348,1.0227487,0.016482,sald-128-100m,File(sald-128-1k),0.1536232,1.0,1.0
738,57.40394887936335,2.257924,1.0115706,0.0043506,sald-128-100m,File(sald-128-1k),0.1253402,0.9508934,1.0
739,33.63266463545704,2.57798,1.0321227,0.0044362,sald-128-100m,File(sald-128-1k),0.0444234,0.5376608,0.9964896
740,45.48152878093441,2.0986865,1.0133905,0.0763726,sald-128-100m,File(sald-128-1k),0.211446,0.992718,1.0
741,42.31433385422978,2.3076851,1.0298465,0.0025,sald-128-100m,File(sald-128-1k),0.027892,0.8471762,1.0
742,22.373252580024808,7.4555025,1.0503305,0.0026496,sald-128-100m,File(sald-128-1k),0.0005618,0.00291,0.0083364
743,110.92125871261484,1.2664338,1.0100173,0.0818168,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
744,31.256655780574317,2.3072157,1.038658,0.0214254,sald-128-100m,File(sald-128-1k),0.0521378,0.7091378,1.0
745,100.90712890362025,1.2757679,1.0078768,0.1611816,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
746,24.748144503100704,2.463803,1.06996,0.0015808,sald-128-100m,File(sald-128-1k),0.0010814,0.2629442,0.9983666
747,31.190619695738743,4.158214,1.0352018,0.0048298,sald-128-100m,File(sald-128-1k),0.0056736,0.0424158,0.2033046
748,23.545745596002504,2.642781,1.0376756,0.0318336,sald-128-100m,File(sald-128-1k),0.0097742,0.2551842,0.77116
749,23.695493327908153,8.323277,1.0417444,0.0035542,sald-128-100m,File(sald-128-1k),0.0004878,0.0027418,0.007343
750,20.35359188897522,1.9371128,1.0460256,0.0997262,sald-128-100m,File(sald-128-1k),0.131195,0.9999994,1.0
751,24.79991867265495,2.362321,1.0186155,0.0107932,sald-128-100m,File(sald-128-1k),0.0304058,0.4855316,0.9938454
752,24.775135318944194,3.1420832,1.0192621,0.0147596,sald-128-100m,File(sald-128-1k),0.0092684,0.1304452,0.4914852
753,33.597721136515254,2.1247883,1.0396384,0.010701,sald-128-100m,File(sald-128-1k),0.0980988,0.9856118,1.0
754,36.46142519312223,2.477268,1.0050215,0.0059538,sald-128-100m,File(sald-128-1k),0.0434252,0.6198962,0.9927178
755,70.45888955192882,2.092206,1.0231849,0.0031034,sald-128-100m,File(sald-128-1k),0.1184436,1.0,1.0
756,14.320937047958735,6.3366013,1.014633,0.0014212,sald-128-100m,File(sald-128-1k),0.0002554,0.0015764,0.0065376
757,18.69737714069482,3.30014,1.0194944,0.0013076,sald-128-100m,File(sald-128-1k),0.00353,0.0571458,0.3069022
758,25.100344047927333,3.281053,1.0585903,0.001144,sald-128-100m,File(sald-128-1k),0.0009312,0.0600966,0.6229264
759,26.85684706389128,2.5074563,1.0221958,0.0080854,sald-128-100m,File(sald-128-1k),0.0306818,0.4504072,1.0
760,62.898136796156436,1.8716441,1.0139312,0.0020828,sald-128-100m,File(sald-128-1k),0.469072,1.0,1.0
761,20.787470570226294,2.4454126,1.0475651,0.0041688,sald-128-100m,File(sald-128-1k),0.0025176,0.4513222,0.999998
762,64.56018631037813,1.9950894,1.0203476,0.003447,sald-128-100m,File(sald-128-1k),0.232389,1.0,1.0
763,24.694172048645076,2.1185203,1.0178585,0.0104604,sald-128-100m,File(sald-128-1k),0.0522076,0.9775866,1.0
764,47.41297832868879,3.559234,1.042228,0.0047098,sald-128-100m,File(sald-128-1k),0.0057082,0.067903,0.4929738
765,16.285231746558402,2.5257976,1.0575856,0.0012692,sald-128-100m,File(sald-128-1k),0.0156192,0.4856676,1.0
766,22.714608047066353,2.8052847,1.0514815,0.0023496,sald-128-100m,File(sald-128-1k),0.0023628,0.2098558,0.94355
767,32.119602631049034,2.6398184,1.0119792,0.0107166,sald-128-100m,File(sald-128-1k),0.0308922,0.3668606,0.9974956
768,26.81511767488387,1.9677057,1.017726,0.0040746,sald-128-100m,File(sald-128-1k),0.14233,0.9996668,1.0
769,40.2346318120863,1.8544537,1.0169313,0.006093,sald-128-100m,File(sald-128-1k),0.4771516,1.0,1.0
770,23.090782867769818,3.7691462,1.0537815,0.0011526,sald-128-100m,File(sald-128-1k),0.0027546,0.0832628,0.349038
771,38.87345914291895,1.8242633,1.0254229,0.0281038,sald-128-100m,File(sald-128-1k),0.2957728,1.0,1.0
772,68.83927048404186,1.7498922,1.0112656,0.0150688,sald-128-100m,File(sald-128-1k),0.632224,1.0,1.0
773,76.3253987529616,1.4660461,1.0080036,0.0883648,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
774,26.377815060518387,2.0357099,1.015511,0.006779,sald-128-100m,File(sald-128-1k),0.1141676,0.977124,1.0
775,44.80446438970766,2.373694,1.0441272,0.0144536,sald-128-100m,File(sald-128-1k),0.10219,0.7943002,1.0
776,13.824331294871174,5.555223,1.0226024,0.0034824,sald-128-100m,File(sald-128-1k),0.0003452,0.005055,0.020377
777,26.673598886975103,2.1406307,1.0217298,0.0023136,sald-128-100m,File(sald-128-1k),0.0757696,0.8765632,1.0
778,174.41361234092707,1.3683563,1.0076969,0.0914566,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
779,13.157191721784947,2.4815235,1.0343088,0.0017664,sald-128-100m,File(sald-128-1k),0.003359,0.3874806,0.9999942
780,16.124341416063587,3.4645438,1.0443549,0.0047204,sald-128-100m,File(sald-128-1k),0.0021946,0.0819518,0.3714826
781,75.2341678015018,1.2636828,1.0137597,0.0717606,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
782,38.23839560224848,2.6660318,1.0209107,0.0023178,sald-128-100m,File(sald-128-1k),0.012044,0.5225008,1.0
783,14.97036992391814,9.709602,1.0499746,0.001553,sald-128-100m,File(sald-128-1k),9.74e-05,0.001065,0.0033378
784,48.5117325581594,1.7567629,1.0145907,0.0466412,sald-128-100m,File(sald-128-1k),0.62646,1.0,1.0
785,27.832586164239657,1.8132366,1.0240521,0.007559,sald-128-100m,File(sald-128-1k),0.4447636,1.0,1.0
786,36.85172318082066,2.618817,1.0242323,0.0053076,sald-128-100m,File(sald-128-1k),0.0175226,0.419444,0.9894686
787,27.457219446859018,2.6403327,1.0270551,0.0179082,sald-128-100m,File(sald-128-1k),0.0174,0.3603254,0.9255596
788,71.03509647940135,1.8259642,1.0265456,0.0162194,sald-128-100m,File(sald-128-1k),0.5806714,1.0,1.0
789,21.043229587371147,3.8108761,1.0427009,0.0052088,sald-128-100m,File(sald-128-1k),0.0017904,0.0238486,0.1816332
790,68.45168061869698,1.6829805,1.0103574,0.0355068,sald-128-100m,File(sald-128-1k),0.7528164,1.0,1.0
791,29.76757438047589,2.4792066,1.0299796,0.0064276,sald-128-100m,File(sald-128-1k),0.043167,0.6683792,1.0
792,31.119217442199083,3.2926116,1.0438751,0.022037,sald-128-100m,File(sald-128-1k),0.021058,0.189896,0.5238912
793,91.70317091307697,1.291096,1.0085298,0.1225252,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
794,25.590041162597426,9.124907,1.0613182,0.0024924,sald-128-100m,File(sald-128-1k),0.0001466,0.000949,0.0029818
795,19.984202734818425,3.9547424,1.0430393,0.0019166,sald-128-100m,File(sald-128-1k),0.0017044,0.0378718,0.242106
796,22.732729149425364,1.7123089,1.0206504,0.0628334,sald-128-100m,File(sald-128-1k),0.6198176,1.0,1.0
797,17.9646534635346,9.743697,1.0587531,0.00299,sald-128-100m,File(sald-128-1k),0.0001072,0.000915,0.003058
798,44.05872232257456,3.2936819,1.0326544,0.00147,sald-128-100m,File(sald-128-1k),0.0118372,0.136165,0.6793706
799,21.2288083322578,2.462655,1.021408,0.005207,sald-128-100m,File(sald-128-1k),0.0086534,0.504445,0.9999846
800,24.62548106083275,2.2008724,1.0548815,0.0036596,sald-128-100m,File(sald-128-1k),0.0303136,0.9757396,1.0
801,26.53200773003422,2.2662768,1.0417942,0.0026848,sald-128-100m,File(sald-128-1k),0.028909,0.7466426,1.0
802,122.89976567886742,1.4257965,1.0155337,0.1166922,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
803,24.310747599840713,2.945809,1.0440125,0.0020748,sald-128-100m,File(sald-128-1k),0.0045898,0.2479594,0.9086
804,23.159811648790903,2.4158137,1.0583348,0.0039512,sald-128-100m,File(sald-128-1k),0.0056104,0.5968208,0.9999986
805,46.21418663883372,2.3209045,1.02979,0.0142446,sald-128-100m,File(sald-128-1k),0.0796278,0.8801774,1.0
806,193.09995042347353,2.8683343,1.014475,0.0022732,sald-128-100m,File(sald-128-1k),0.0355762,0.4682068,0.9710594
807,11.260017346159607,3.828327,1.0545899,0.0020872,sald-128-100m,File(sald-128-1k),0.0001276,0.0068176,0.0561784
808,34.10009867905324,2.3126209,1.0388348,0.0019402,sald-128-100m,File(sald-128-1k),0.0216644,0.8267934,1.0
809,37.79912610091223,2.2223842,1.0190058,0.0026178,sald-128-100m,File(sald-128-1k),0.1529674,0.9019574,1.0
810,146.51728098971546,1.3974624,1.0077221,0.1770902,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
811,20.130580992020498,2.514126,1.0658838,0.0051122,sald-128-100m,File(sald-128-1k),0.0042114,0.3649872,0.9764188
812,20.202027084053306,2.5503254,1.0309536,0.0127754,sald-128-100m,File(sald-128-1k),0.0088436,0.4295954,0.978796
813,131.2188173610797,2.2523484,1.0167031,0.0009324,sald-128-100m,File(sald-128-1k),0.1965746,0.9512084,1.0
814,10.50042360291548,3.0505826,1.0445522,0.0026136,sald-128-100m,File(sald-128-1k),7.26e-05,0.0091578,0.099575
815,23.575564314433556,2.9736803,1.0307765,0.006551,sald-128-100m,File(sald-128-1k),0.0066786,0.1443838,0.8541786
816,64.84152105968725,1.8767972,1.0104164,0.0083672,sald-128-100m,File(sald-128-1k),0.4081498,1.0,1.0
817,27.845547896013162,2.3660302,1.0364559,0.0065042,sald-128-100m,File(sald-128-1k),0.0109892,0.715165,1.0
818,135.46515270114153,1.259668,1.0058864,0.2609324,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
819,18.91607945989721,2.0589538,1.0470353,0.0152694,sald-128-100m,File(sald-128-1k),0.060394,0.9809142,1.0
820,41.863399639390565,2.3053174,1.014938,0.0010538,sald-128-100m,File(sald-128-1k),0.0854062,0.8519882,1.0
821,65.94776369144347,1.4125998,1.0078186,0.105495,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
822,89.36250363543316,1.3111401,1.0049434,0.2035752,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
823,23.56801038196397,8.232113,1.0235138,0.0055976,sald-128-100m,File(sald-128-1k),0.0005136,0.0034886,0.0139442
824,161.297072323693,1.4109491,1.0097632,0.1512766,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
825,14.704338690946901,3.4931076,1.0838735,0.0024496,sald-128-100m,File(sald-128-1k),0.0006962,0.0487674,0.3672212
826,16.29052616414762,2.7536836,1.0594677,0.0030254,sald-128-100m,File(sald-128-1k),0.0025528,0.2342332,0.9421158
827,28.730889204178144,5.5013165,1.0428747,0.0015812,sald-128-100m,File(sald-128-1k),0.0012264,0.0086436,0.0332752
828,105.69988847922447,1.3234825,1.0085595,0.0777858,sald-128-100m,File(sald-128-1k),1.0,1.0,1.0
829,36.76938306424981,2.8106186,1.0260164,0.0019896,sald-128-100m,File(sald-128-1k),0.0072954,0.3699226,0.9981036
830,26.297841482117445,2.1236627,1.0114467,0.0008936,sald-128-100m,File(sald-128-1k),0.0091348,0.9472282,1.0
831,29.438510710996272,2.8780725,1.0364069,0.0025286,sald-128-100m,File(sald-128-1k),0.0023982,0.2209892,0.9868626
832,34.3656103636082,1.9936123,1.0236025,0.0076962,sald-128-100m,File(sald-128-1k),0.1714152,1.0,1.0
833,42.44932050380418,1.7867694,1.0368197,0.029788,sald-128-100m,File(sald-128-1k),0.6713696,1.0,1.0
834,11.13632042780994,2.4310749,1.0414058,0.0028246,sald-128-100m,File(sald-128-1k),0.0028504,0.3369428,0.9500424
835,23.288630201171287,2.7432256,1.0231068,0.0085866,sald-128-100m,File(sald-128-1k),0.0091308,0.2594586,0.9274312
836,54.40598618221836,2.0204482,1.0211629,0.0079056,sald-128-100m,File(sald-128-1k),0.2685214,1.0,1.0
837,16.637206346229952,2.6970696,1.0207382,0.0022958,sald-128-100m,File(sald-128-1k),0.0086576,0.3695532,0.9809452
838,31.262858768139253,2.5724034,1.0280594,0.0054804,sald-128-100m,File(sald-128-1k),0.0090478,0.49696,0.999467
839,35.445296803267084,2.7811704,1.0201635,0.003347,sald-128-100m,File(sald-128-1k),0.0123092,0.3454438,0.8884128
840,17.008876903424643,4.7622366,1.0201453,0.0032272,sald-128-100m,File(sald-128-1k),0.0020028,0.0144196,0.0732478
841,108.76982984065137,1.8168508,1.0092285,0.0014212,sald-128-100m,File(sald-128-1k),0.5297152,1.0,1.0
842,61.48857359853973,1.5788969,1.0095,0.0136674,sald-128-100m,File(sald-128-1k),0.9800774,1.0,1.0
843,68.32028829741323,2.1426644,1.0452683,0.0063422,sald-128-100m,File(sald-128-1k),0.227003,0.9820608,1.0
844,15.083981484932478,2.8239996,1.037742,0.004679,sald-128-100m,File(sald-128-1k),0.0028422,0.2021828,0.7848232
845,30.838945132393185,1.9279516,1.0228726,0.0078864,sald-128-100m,File(sald-128-1k),0.274564,1.0,1.0
846,11.421922156010679,8.410515,1.0776439,0.001927,sald-128-100m,File(sald-128-1k),5.62e-05,0.0007344,0.0030386
847,23.546435053851408,2.4674983,1.0380906,0.0115262,sald-128-100m,File(sald-128-1k),0.0175352,0.5310352,0.9999908
