iteration,rc,elapsed_s,query_index,dataset,method,method_params
0,2.0458496,16.254123210906982,9793506,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0473602,32.48842144012451,9793506,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,3.1640542,14.958985567092896,9766996,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0431157,29.44225025177002,9766996,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,3.5912135,13.980461835861206,9879404,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0482802,26.38765788078308,9879404,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,2.5236962,15.13216257095337,3801956,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.047308,29.741307735443115,3801956,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,2.2168055,14.156768083572388,1713598,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0517658,28.625888109207153,1713598,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.8220761,14.686606645584106,9232461,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0507947,28.25843071937561,9232461,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,2.6690059,13.319427490234375,1048926,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0426052,27.583333015441895,1048926,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,2.6049638,14.350892782211304,2616923,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0495948,29.356728315353394,2616923,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.8438591,13.541516780853271,1387804,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0446881,26.85726833343506,1387804,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.5521675,13.094102144241333,3190970,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0506519,25.774818181991577,3190970,/mnt/hddhelp/workgen_data/deep1b-96-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
