i,lid_10,rc_10,exp_20|10,distcomp,dataset,workload_description,eps_q0.25,eps_q0.5,eps_q0.75
8,5.904467913659526,1.2889162,1.0243915,0.126811,seismic-256-100m,"Annealing(rc, easy)",2e-07,6e-07,0.9019258
9,6.198156419226112,1.3380774,1.0258892,0.5326238,seismic-256-100m,"Annealing(rc, easy)",2e-07,8e-07,0.7759088
0,7.785002764729376,2.2899523,1.0126278,0.0038482,seismic-256-100m,"Annealing(rc, medium)",7.6e-06,0.0322838,0.76747
1,5.613464671310229,1.2771807,1.0028511,0.3539538,seismic-256-100m,"Annealing(rc, medium)",2e-07,1.8e-06,0.9852342
2,22.259968727382248,4.2772746,1.0160072,0.001824,seismic-256-100m,"Annealing(rc, medium)",0.0234208,0.268572,0.991606
3,8.35741584477208,2.152865,1.0084109,0.0152172,seismic-256-100m,"Annealing(rc, medium)",1.2e-06,0.080531,0.7936564
4,5.631077182480777,1.2910434,1.0035906,0.4806686,seismic-256-100m,"Annealing(rc, medium)",2e-07,6e-07,0.5834056
5,6.751898660079259,2.019865,1.0115248,0.0064338,seismic-256-100m,"Annealing(rc, medium)",4e-07,0.0094048,0.8071394
6,5.378103238716086,1.2701293,1.0081489,0.055258,seismic-256-100m,"Annealing(rc, medium)",2e-07,6e-07,0.6726688
7,7.259785874340412,1.9622016,1.0072002,0.0127732,seismic-256-100m,"Annealing(rc, medium)",2e-07,0.0226966,0.8932952
8,5.783214975753974,1.2622974,1.0054448,0.2376148,seismic-256-100m,"Annealing(rc, medium)",2e-07,0.0011354,1.0
9,5.579653289361103,1.319766,1.0122898,0.5729648,seismic-256-100m,"Annealing(rc, medium)",2e-07,6e-07,0.5399002
0,8.238098685926191,2.3840857,1.0105714,0.00521,seismic-256-100m,"Annealing(rc, hard)",2.98e-05,0.0371622,0.7798282
1,5.5016107506756375,1.2878369,1.0042887,0.360723,seismic-256-100m,"Annealing(rc, hard)",2e-07,2e-07,0.201225
2,22.110885115921395,4.321322,1.0138562,0.0029114,seismic-256-100m,"Annealing(rc, hard)",0.0185904,0.200329,0.9646744
3,8.979104087216369,2.1009414,1.0079708,0.0164378,seismic-256-100m,"Annealing(rc, hard)",4.6e-06,0.0935642,0.8547436
4,5.5270872214748925,1.295101,1.0034355,0.6520444,seismic-256-100m,"Annealing(rc, hard)",2e-07,2e-07,0.1544068
5,7.815289714256289,1.9693317,1.0103903,0.0083406,seismic-256-100m,"Annealing(rc, hard)",2e-06,0.046015,0.986263
6,5.461694084434081,1.2657905,1.0085552,0.2541868,seismic-256-100m,"Annealing(rc, hard)",2e-07,6e-07,0.829788
7,7.394527990717041,1.9524454,1.0050621,0.0138104,seismic-256-100m,"Annealing(rc, hard)",1.6e-06,0.0518502,0.973538
8,5.3266801800184425,1.256166,1.0042075,0.4119012,seismic-256-100m,"Annealing(rc, hard)",2e-07,6e-07,0.707931
9,6.174633615976707,1.3124809,1.0068932,0.5187522,seismic-256-100m,"Annealing(rc, hard)",2e-07,0.0004848,0.9999894
