dataset,workload,query_index,index_name,target_recall,index_params,time_s,distcomp,recall
sald-128-100m,File(sald-128-1k),482,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.00301821231842041,0.000269,1.0
sald-128-100m,File(sald-128-1k),483,faiss_hnsw,0.95,"{""efSearch"": 4096, ""index_params"": ""HNSW32""}",0.06552412509918212,0.0094688,1.0
sald-128-100m,File(sald-128-1k),484,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.010362339019775391,6.26e-05,1.0
sald-128-100m,File(sald-128-1k),485,faiss_hnsw,0.95,"{""efSearch"": 4, ""index_params"": ""HNSW32""}",0.012862229347229004,4.78e-05,1.0
sald-128-100m,File(sald-128-1k),486,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.011209917068481446,0.00035,1.0
sald-128-100m,File(sald-128-1k),487,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.008390712738037109,0.0001402,1.0
sald-128-100m,File(sald-128-1k),488,faiss_hnsw,0.95,"{""efSearch"": 4, ""index_params"": ""HNSW32""}",0.004314708709716797,2.64e-05,1.0
sald-128-100m,File(sald-128-1k),489,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.004470300674438476,0.000329,1.0
sald-128-100m,File(sald-128-1k),490,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.004350471496582031,0.0002376,1.0
sald-128-100m,File(sald-128-1k),491,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.012077927589416504,0.0002616,1.0
sald-128-100m,File(sald-128-1k),492,faiss_hnsw,0.95,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",0.005952382087707519,0.0013706,1.0
sald-128-100m,File(sald-128-1k),493,faiss_hnsw,0.95,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",0.005884432792663574,0.0015768,1.0
sald-128-100m,File(sald-128-1k),494,faiss_hnsw,0.95,"{""efSearch"": 512, ""index_params"": ""HNSW32""}",0.006903600692749023,0.0020066,1.0
sald-128-100m,File(sald-128-1k),495,faiss_hnsw,0.95,"{""efSearch"": 2048, ""index_params"": ""HNSW32""}",0.020858192443847658,0.0082356,1.0
sald-128-100m,File(sald-128-1k),496,faiss_hnsw,0.95,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",0.009031105041503906,0.000696,1.0
sald-128-100m,File(sald-128-1k),497,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.003092193603515625,0.000255,1.0
sald-128-100m,File(sald-128-1k),498,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.01091938018798828,0.0001564,1.0
sald-128-100m,File(sald-128-1k),499,faiss_hnsw,0.95,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",0.005406475067138672,0.0014734,1.0
sald-128-100m,File(sald-128-1k),500,faiss_hnsw,0.95,"{""efSearch"": 128, ""index_params"": ""HNSW32""}",0.004450368881225586,0.0009798,1.0
sald-128-100m,File(sald-128-1k),501,faiss_hnsw,0.95,"{""efSearch"": 32, ""index_params"": ""HNSW32""}",0.003441190719604492,0.000164,1.0
sald-128-100m,File(sald-128-1k),502,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.011777567863464355,9.68e-05,1.0
sald-128-100m,File(sald-128-1k),503,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.012191295623779297,0.0001072,1.0
