iteration,rc,elapsed_s,query_index,dataset,method,method_params
0,1.6352631,28.79312539100647,14690260,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0619321,57.44547891616821,14690260,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.2935038,25.5877685546875,14650495,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0400395,54.66125154495239,14650495,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,6.525367,26.487857341766357,14819107,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0586563,56.76614594459534,14819107,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,9.622452,25.798900842666626,5702935,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.097177,50.64921736717224,5702935,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
2,1.0554973,80.26794362068176,5702935,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.2109214,26.04929256439209,2570397,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0374458,54.09821176528931,2570397,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.333039,25.83578658103943,13848692,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0450696,53.926395416259766,13848692,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.5507531,25.68939995765686,1573389,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0540687,54.208261251449585,1573389,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,2.0560338,25.623247861862183,3925386,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0558943,55.401304960250854,3925386,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.3187495,27.980477333068848,2081707,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0415806,55.00659203529358,2081707,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,4.292041,26.40363907814026,4786455,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0968593,56.354493856430054,4786455,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
2,1.0546316,85.63795113563538,4786455,/mnt/hddhelp/workgen_data/seismic-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
