iteration,rc,elapsed_s,query_index,dataset,method,method_params
0,1.3525077,34.69021534919739,14690260,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0355492,63.72856140136719,14690260,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,5.124868,25.9069721698761,14650495,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0350817,53.110440731048584,14650495,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.2289392,27.524394512176514,14819107,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0369095,52.98180079460144,14819107,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,2.5795453,23.982301712036133,5702935,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0447209,48.00014615058899,5702935,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.331564,23.687242031097412,2570397,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0366361,47.134366512298584,2570397,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.478054,25.56947088241577,13848692,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0412458,52.73689675331116,13848692,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.347268,25.08643078804016,1573389,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0276674,52.131266832351685,1573389,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.3330168,27.689416885375977,3925386,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0355172,53.31351184844971,3925386,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.3323426,27.175719738006592,2081707,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0474918,54.1692430973053,2081707,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
0,1.3426279,25.347800254821777,4786455,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
1,1.0400238,49.96727395057678,4786455,/mnt/hddhelp/workgen_data/astro-256-100m.bin,sgd,"{""learning_rate"": 10, ""max_steps"": 200, ""seed"": 1234}"
