i,lid_10,rc_10,exp_20|10,distcomp,dataset,workload_description,eps_q0.25,eps_q0.5,eps_q0.75
134,15.48128209776402,7.6913815,1.0301396,0.004894,sald-128-1m,File(sald-128-1k),0.000216,0.000953,0.002797
135,75.44379888099155,1.4800029,1.0133367,0.130108,sald-128-1m,File(sald-128-1k),0.980281,1.0,1.0
136,38.357985029839,2.26732,1.0148808,0.010142,sald-128-1m,File(sald-128-1k),0.050444,0.670008,1.0
137,12.847148351546226,3.0974119,1.0675924,0.017285,sald-128-1m,File(sald-128-1k),0.000895,0.04273,0.263145
138,26.01429317918573,1.8829412,1.0213872,0.006737,sald-128-1m,File(sald-128-1k),0.181525,0.988243,1.0
139,38.15995723919892,2.9583905,1.0243994,0.010804,sald-128-1m,File(sald-128-1k),0.021399,0.157246,0.651317
140,14.809801224591334,2.664608,1.0346256,0.014117,sald-128-1m,File(sald-128-1k),0.004585,0.085619,0.550285
141,30.95661220291805,1.6760892,1.0223168,0.098442,sald-128-1m,File(sald-128-1k),0.49475,1.0,1.0
142,14.190665363371458,3.4830394,1.0600704,0.005616,sald-128-1m,File(sald-128-1k),0.000365,0.015977,0.152629
143,30.36990454881985,1.826504,1.0266501,0.011861,sald-128-1m,File(sald-128-1k),0.176555,1.0,1.0
144,73.83160037185968,1.3820885,1.0084289,0.188316,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
145,21.32779598469802,2.5262294,1.0555537,0.008078,sald-128-1m,File(sald-128-1k),0.007016,0.263137,0.969514
146,21.646367649813488,1.6791143,1.0142462,0.003218,sald-128-1m,File(sald-128-1k),0.440449,1.0,1.0
147,12.42357262227129,2.04482,1.0281825,0.009638,sald-128-1m,File(sald-128-1k),4.3e-05,0.017309,0.430284
148,24.918982786264955,2.206876,1.0146418,0.004985,sald-128-1m,File(sald-128-1k),0.009837,0.51561,0.99989
149,41.139950761186405,2.662345,1.0386742,0.004952,sald-128-1m,File(sald-128-1k),0.012151,0.29971,0.865854
150,8.755540774484878,2.8587968,1.0758512,0.016736,sald-128-1m,File(sald-128-1k),0.001754,0.026136,0.275248
151,15.675097074662808,2.5394926,1.036004,0.002433,sald-128-1m,File(sald-128-1k),0.006173,0.205295,0.811724
152,22.79937715671348,2.395166,1.0312173,0.006065,sald-128-1m,File(sald-128-1k),0.025703,0.333775,0.982598
153,18.563313939441247,1.8851488,1.0217882,0.01768,sald-128-1m,File(sald-128-1k),0.144131,0.998869,1.0
154,14.89965133648427,3.1895924,1.0358102,0.023441,sald-128-1m,File(sald-128-1k),0.008189,0.094303,0.279734
155,65.34187129590576,1.2782744,1.0043051,0.282089,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
156,18.76856978539891,2.367747,1.0296671,0.006892,sald-128-1m,File(sald-128-1k),0.026435,0.42607,0.961463
157,19.284712495365593,2.3205304,1.0297056,0.009135,sald-128-1m,File(sald-128-1k),0.0075,0.400529,0.970874
158,11.799017459152436,7.620064,1.0629063,0.006902,sald-128-1m,File(sald-128-1k),0.000398,0.002636,0.007548
159,18.998032453958054,2.087456,1.0366895,0.003303,sald-128-1m,File(sald-128-1k),0.009361,0.679578,1.0
160,23.981338803860574,2.3869283,1.043246,0.005746,sald-128-1m,File(sald-128-1k),0.009509,0.5506,0.999536
161,98.74202528711294,1.4922258,1.0046974,0.14587,sald-128-1m,File(sald-128-1k),0.957491,1.0,1.0
162,22.455133202402408,2.7027712,1.0335976,0.007075,sald-128-1m,File(sald-128-1k),0.006904,0.143411,0.934418
163,20.35392636342541,2.218467,1.0441471,0.009095,sald-128-1m,File(sald-128-1k),0.017072,0.593237,1.0
164,13.903192320861601,2.2841961,1.0223576,0.009612,sald-128-1m,File(sald-128-1k),0.008734,0.382204,0.964764
165,110.45120847751053,1.3661765,1.0088795,0.004012,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
166,14.461573615731613,3.0265777,1.049502,0.006253,sald-128-1m,File(sald-128-1k),0.001779,0.074597,0.339079
167,86.57214813761945,1.3221513,1.0091616,0.130282,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
168,34.02800280854127,1.8829192,1.016241,0.029783,sald-128-1m,File(sald-128-1k),0.195267,0.996187,1.0
169,2.0831193505567045,43.21356,1.5013595,0.001357,sald-128-1m,File(sald-128-1k),2e-06,5e-06,7e-06
170,30.235351758092122,2.4931326,1.0504475,0.009269,sald-128-1m,File(sald-128-1k),0.015284,0.241362,0.965476
171,17.815228379354153,1.7487049,1.0136117,0.038271,sald-128-1m,File(sald-128-1k),0.016555,0.542061,0.999972
172,48.547416787953416,1.7519284,1.0269932,0.049102,sald-128-1m,File(sald-128-1k),0.325714,1.0,1.0
173,89.82178965714778,1.5216726,1.0110928,0.080262,sald-128-1m,File(sald-128-1k),0.96446,1.0,1.0
174,104.37855580425632,1.87417,1.0089921,0.007533,sald-128-1m,File(sald-128-1k),0.318841,1.0,1.0
175,15.328422296762747,2.0339437,1.0283335,0.005266,sald-128-1m,File(sald-128-1k),0.021894,0.95331,1.0
176,33.57229551323991,1.555767,1.0141649,0.147849,sald-128-1m,File(sald-128-1k),0.570118,1.0,1.0
177,38.85701989547205,1.6111672,1.0121834,0.056183,sald-128-1m,File(sald-128-1k),0.54821,1.0,1.0
178,17.179794817353635,2.785062,1.0522053,0.008545,sald-128-1m,File(sald-128-1k),0.00624,0.103521,0.6209
179,17.95515234348853,2.094814,1.0257972,0.015997,sald-128-1m,File(sald-128-1k),0.014688,0.890704,1.0
180,26.106828001892204,2.0508685,1.051756,0.004732,sald-128-1m,File(sald-128-1k),0.025453,0.794254,1.0
181,16.52970322924586,1.8204633,1.0307535,0.076755,sald-128-1m,File(sald-128-1k),0.057538,0.992663,1.0
182,100.52754041082567,1.5158966,1.0061471,0.006982,sald-128-1m,File(sald-128-1k),0.917132,1.0,1.0
183,113.318239125012,1.8935779,1.0171148,0.008546,sald-128-1m,File(sald-128-1k),0.357167,0.999994,1.0
184,69.93684952091391,2.0460618,1.0152206,0.013068,sald-128-1m,File(sald-128-1k),0.17228,0.98379,1.0
185,18.696666805123442,5.618057,1.0548773,0.00505,sald-128-1m,File(sald-128-1k),0.000825,0.004824,0.012706
186,26.85907111980074,6.5073857,1.0380956,0.0039,sald-128-1m,File(sald-128-1k),0.000942,0.003937,0.010992
187,25.317866997818992,2.031419,1.0168868,0.0247,sald-128-1m,File(sald-128-1k),0.019878,0.671681,1.0
188,31.11034660633942,2.5012646,1.0451821,0.014523,sald-128-1m,File(sald-128-1k),0.032853,0.437015,0.987638
189,35.20692335853246,3.8119814,1.0161761,0.00256,sald-128-1m,File(sald-128-1k),0.004405,0.028937,0.166047
190,14.83735224202356,2.6790721,1.042753,0.008288,sald-128-1m,File(sald-128-1k),0.007349,0.225579,0.665548
191,95.83169705761163,1.2971092,1.0051574,0.286312,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
192,27.92295568246552,2.978192,1.0404841,0.003108,sald-128-1m,File(sald-128-1k),0.008151,0.093208,0.491151
193,37.03297651724096,2.6653233,1.0609525,0.010415,sald-128-1m,File(sald-128-1k),0.033166,0.349552,0.856507
194,15.460010459731416,3.9031076,1.0904391,0.008423,sald-128-1m,File(sald-128-1k),0.00079,0.021718,0.127881
195,23.429761229549275,2.0002146,1.022375,0.010846,sald-128-1m,File(sald-128-1k),0.114937,0.935355,1.0
196,19.887658435019727,5.7459435,1.0448916,0.00505,sald-128-1m,File(sald-128-1k),0.001071,0.005714,0.017021
197,33.242245011034555,2.1023884,1.0259024,0.023946,sald-128-1m,File(sald-128-1k),0.058045,0.899908,1.0
198,60.42337958877912,1.8206353,1.0158906,0.008447,sald-128-1m,File(sald-128-1k),0.364998,0.999996,1.0
199,62.876385817008654,1.2567861,1.0094535,0.169869,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
200,30.975572015679013,1.4363451,1.0128543,0.016302,sald-128-1m,File(sald-128-1k),0.997264,1.0,1.0
201,15.58222902196802,2.203663,1.0570028,0.004726,sald-128-1m,File(sald-128-1k),0.006342,0.555975,1.0
202,45.5180566153554,2.090688,1.0260284,0.009993,sald-128-1m,File(sald-128-1k),0.087934,0.949388,1.0
203,23.235426849643176,3.4541566,1.0334786,0.002464,sald-128-1m,File(sald-128-1k),0.001422,0.021724,0.146299
204,29.38352362897854,2.6399298,1.0107883,0.010475,sald-128-1m,File(sald-128-1k),0.025188,0.287343,0.905791
205,22.613123559296852,1.7636673,1.0232632,0.005853,sald-128-1m,File(sald-128-1k),0.305502,1.0,1.0
206,28.595011916048914,2.5690494,1.0257193,0.007458,sald-128-1m,File(sald-128-1k),0.015087,0.2581,0.980914
207,27.919937361094817,2.7332175,1.0202069,0.004684,sald-128-1m,File(sald-128-1k),0.01209,0.225096,0.814591
208,28.485662193942094,3.2173715,1.0361679,0.008245,sald-128-1m,File(sald-128-1k),0.002836,0.043809,0.215909
209,124.41210849743304,1.6430049,1.0286236,0.016042,sald-128-1m,File(sald-128-1k),0.754982,1.0,1.0
210,28.008765232710676,2.6964982,1.0631958,0.002094,sald-128-1m,File(sald-128-1k),0.00528,0.165482,0.944165
211,43.56594573890915,3.2388062,1.0293851,0.019957,sald-128-1m,File(sald-128-1k),0.020718,0.165884,0.463229
212,28.04614598224113,5.687303,1.0313724,0.00801,sald-128-1m,File(sald-128-1k),0.001256,0.006199,0.019331
213,29.698545627290763,2.0327413,1.0239141,0.020947,sald-128-1m,File(sald-128-1k),0.174522,0.924414,1.0
214,39.47757989958692,1.862296,1.0262792,0.006342,sald-128-1m,File(sald-128-1k),0.169722,1.0,1.0
215,17.5741577207664,2.575006,1.0231181,0.005842,sald-128-1m,File(sald-128-1k),0.010758,0.15186,0.714299
216,75.01106106969671,1.8726871,1.014188,0.016008,sald-128-1m,File(sald-128-1k),0.25995,0.999861,1.0
217,13.216625776510721,2.5484324,1.0701938,0.011072,sald-128-1m,File(sald-128-1k),0.005824,0.217113,0.766525
218,20.786311601549333,2.405188,1.0436463,0.004375,sald-128-1m,File(sald-128-1k),0.022153,0.340481,0.950789
219,32.023029590125525,1.7660519,1.0278904,0.042344,sald-128-1m,File(sald-128-1k),0.295945,1.0,1.0
220,117.92525986137744,1.8537807,1.0162657,0.037885,sald-128-1m,File(sald-128-1k),0.376201,1.0,1.0
221,48.41888101370668,2.5891764,1.0263708,0.007049,sald-128-1m,File(sald-128-1k),0.039564,0.403474,0.99279
222,47.42908399557267,1.6188133,1.0183476,0.056141,sald-128-1m,File(sald-128-1k),0.82652,1.0,1.0
223,14.559512395508223,5.0385437,1.0737454,0.00217,sald-128-1m,File(sald-128-1k),0.000336,0.002028,0.008444
224,12.966314728335993,6.4778194,1.067038,0.002283,sald-128-1m,File(sald-128-1k),0.000285,0.001391,0.004554
225,12.802821111690996,2.132394,1.0369626,0.029804,sald-128-1m,File(sald-128-1k),0.013672,0.581353,0.999994
226,37.67987474436349,2.5906944,1.0299125,0.0038,sald-128-1m,File(sald-128-1k),0.011171,0.419414,0.973656
227,43.03531041086093,1.5701855,1.0280212,0.211479,sald-128-1m,File(sald-128-1k),0.78743,1.0,1.0
228,88.4036893515947,1.3168732,1.0095139,0.104161,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
229,19.26386987663357,3.6826994,1.046078,0.008114,sald-128-1m,File(sald-128-1k),0.001033,0.024183,0.167442
230,60.487917083912066,1.6045123,1.0161258,0.112886,sald-128-1m,File(sald-128-1k),0.844976,1.0,1.0
231,34.14732265027047,1.8116851,1.0371006,0.02656,sald-128-1m,File(sald-128-1k),0.055805,0.999994,1.0
232,15.296649156344053,2.4902766,1.025799,0.006233,sald-128-1m,File(sald-128-1k),0.00338,0.232272,0.891575
233,26.751698749486128,2.4172292,1.0260059,0.01427,sald-128-1m,File(sald-128-1k),0.086872,0.487552,0.995538
234,19.507811237319483,2.732976,1.0532856,0.009324,sald-128-1m,File(sald-128-1k),0.004971,0.184925,0.750857
235,68.99938440601163,1.7693207,1.0094885,0.017191,sald-128-1m,File(sald-128-1k),0.358749,1.0,1.0
236,3.362378748076578,3.2238073,1.210468,0.002507,sald-128-1m,File(sald-128-1k),8e-06,3.5e-05,0.000188
237,11.034756701178376,2.9739103,1.0221249,0.010216,sald-128-1m,File(sald-128-1k),0.002266,0.046993,0.20689
238,20.061487607546187,2.2005348,1.0195184,0.007165,sald-128-1m,File(sald-128-1k),0.056415,0.696401,1.0
239,37.13439719230411,2.121685,1.0243003,0.011013,sald-128-1m,File(sald-128-1k),0.070396,0.755131,1.0
240,23.96523853446779,2.4738252,1.0424371,0.007191,sald-128-1m,File(sald-128-1k),0.009578,0.267908,0.922176
241,55.26737641537969,1.8063499,1.023498,0.116374,sald-128-1m,File(sald-128-1k),0.276614,1.0,1.0
242,22.539959220306525,3.110792,1.0380455,0.005135,sald-128-1m,File(sald-128-1k),0.00484,0.074084,0.447868
243,41.693400762931944,2.1521413,1.0376651,0.010321,sald-128-1m,File(sald-128-1k),0.047826,0.868348,1.0
244,19.530417126884434,7.3871584,1.0282545,0.008819,sald-128-1m,File(sald-128-1k),0.000651,0.004005,0.012544
245,16.336670935490247,2.6693861,1.0598503,0.031373,sald-128-1m,File(sald-128-1k),0.001526,0.08391,0.451469
246,24.51361639361443,3.9929693,1.0532408,0.007258,sald-128-1m,File(sald-128-1k),0.001638,0.035632,0.147832
247,22.60536376691519,2.0186915,1.0218989,0.009684,sald-128-1m,File(sald-128-1k),0.022427,0.803976,1.0
248,14.722977799541212,1.8948839,1.0323313,0.010513,sald-128-1m,File(sald-128-1k),0.011401,0.848097,1.0
249,10.987857646896037,6.744576,1.0570579,0.005856,sald-128-1m,File(sald-128-1k),0.000345,0.002832,0.007619
250,94.23528851580451,1.297498,1.0106465,0.172603,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
251,20.0287790271765,2.0017333,1.0266945,0.004006,sald-128-1m,File(sald-128-1k),0.045595,0.976511,1.0
252,32.87133575987724,2.876819,1.0201606,0.025556,sald-128-1m,File(sald-128-1k),0.017334,0.232659,0.68499
253,74.20978963333384,1.5158659,1.0171499,0.062624,sald-128-1m,File(sald-128-1k),0.904387,1.0,1.0
254,11.8017632168844,2.4021878,1.0562208,0.02446,sald-128-1m,File(sald-128-1k),0.000968,0.11974,0.747246
255,20.23021370434717,5.095787,1.0668383,0.003081,sald-128-1m,File(sald-128-1k),0.000634,0.00597,0.033059
256,36.584717547382375,1.9374187,1.0225763,0.010639,sald-128-1m,File(sald-128-1k),0.11242,0.907195,1.0
257,19.094255273932877,2.3972957,1.0163863,0.054359,sald-128-1m,File(sald-128-1k),0.036337,0.447228,0.973851
258,11.815719230159273,9.373136,1.1184989,0.003127,sald-128-1m,File(sald-128-1k),6e-05,0.000451,0.001163
259,43.48822609146862,3.2678907,1.0318033,0.009956,sald-128-1m,File(sald-128-1k),0.007958,0.086249,0.387101
260,101.47790992189803,1.352309,1.0078356,0.268765,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
261,46.654459108858894,1.7247882,1.0143961,0.033638,sald-128-1m,File(sald-128-1k),0.520255,1.0,1.0
262,20.044437435293883,1.8563625,1.0350204,0.070784,sald-128-1m,File(sald-128-1k),0.063973,0.962061,1.0
263,44.10052540260385,2.023316,1.0405246,0.018672,sald-128-1m,File(sald-128-1k),0.085874,0.974787,1.0
264,18.665833520026013,2.5376253,1.060312,0.003561,sald-128-1m,File(sald-128-1k),0.003873,0.131538,0.966785
265,18.625684840639597,2.1740067,1.0327067,0.038812,sald-128-1m,File(sald-128-1k),0.011038,0.422011,0.999986
266,93.81620552706661,2.0848234,1.0066179,0.015711,sald-128-1m,File(sald-128-1k),0.163755,0.961495,1.0
267,40.508527178065044,2.2153208,1.0172149,0.011695,sald-128-1m,File(sald-128-1k),0.075859,0.638544,0.999998
268,40.85544936718669,1.5226178,1.0140115,0.238552,sald-128-1m,File(sald-128-1k),0.835738,1.0,1.0
269,27.998137901346244,4.955681,1.0300504,0.003502,sald-128-1m,File(sald-128-1k),0.001954,0.011181,0.047598
270,24.48783867190146,2.3680575,1.0247645,0.024288,sald-128-1m,File(sald-128-1k),0.007261,0.322891,0.961908
271,98.27860801500572,1.4699817,1.0083587,0.100426,sald-128-1m,File(sald-128-1k),0.99984,1.0,1.0
272,20.704098337114793,2.3231294,1.0345311,0.003322,sald-128-1m,File(sald-128-1k),0.005379,0.525117,1.0
273,33.61987461411249,2.082159,1.024152,0.027794,sald-128-1m,File(sald-128-1k),0.10243,0.94348,1.0
274,22.407782465896467,3.6192636,1.0284969,0.008157,sald-128-1m,File(sald-128-1k),0.003878,0.054409,0.204955
275,49.050117801744626,2.8868322,1.0270289,0.015408,sald-128-1m,File(sald-128-1k),0.039802,0.262804,0.723733
276,16.10217898860524,4.444561,1.0641367,0.003959,sald-128-1m,File(sald-128-1k),0.000516,0.006292,0.039163
277,14.73959437425598,3.4676454,1.0325904,0.00858,sald-128-1m,File(sald-128-1k),0.002547,0.02857,0.128264
278,18.60264633240859,2.3920217,1.0521266,0.005843,sald-128-1m,File(sald-128-1k),0.003139,0.375578,0.999742
279,14.569545717581171,3.1048481,1.0587687,0.011268,sald-128-1m,File(sald-128-1k),0.000379,0.022545,0.212096
280,29.44370999339329,2.8713152,1.043964,0.003993,sald-128-1m,File(sald-128-1k),0.007089,0.170259,0.715327
281,33.787445582667885,2.3783543,1.0181112,0.010222,sald-128-1m,File(sald-128-1k),0.05269,0.480999,0.966121
282,24.198092245065418,1.9272637,1.033172,0.002917,sald-128-1m,File(sald-128-1k),0.055167,0.942123,1.0
283,21.937124932438063,1.8771324,1.0242591,0.009527,sald-128-1m,File(sald-128-1k),0.033164,0.99362,1.0
284,20.737849214257036,1.8691909,1.0349953,0.024881,sald-128-1m,File(sald-128-1k),0.068005,0.997661,1.0
285,21.282579408910827,1.8311197,1.0259612,0.036561,sald-128-1m,File(sald-128-1k),0.154356,1.0,1.0
286,34.293127795617096,2.3184576,1.0307704,0.007862,sald-128-1m,File(sald-128-1k),0.010746,0.530135,0.999999
287,28.07504574095324,2.0036652,1.0307198,0.021002,sald-128-1m,File(sald-128-1k),0.068308,0.908129,1.0
288,88.39998939004938,2.280297,1.0100962,0.013914,sald-128-1m,File(sald-128-1k),0.143719,0.721449,1.0
289,66.98435834629561,1.6998117,1.0189538,0.071195,sald-128-1m,File(sald-128-1k),0.584807,1.0,1.0
290,22.43596107083174,1.8318458,1.0232862,0.016334,sald-128-1m,File(sald-128-1k),0.133366,0.996914,1.0
291,46.03557947434824,3.440946,1.0172945,0.00796,sald-128-1m,File(sald-128-1k),0.008475,0.053776,0.321866
292,71.85397649640889,1.2580438,1.0068618,0.09746,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
293,19.26083199769892,2.3632572,1.030397,0.021636,sald-128-1m,File(sald-128-1k),0.034947,0.495599,0.980006
294,28.25558723400444,3.2564087,1.0322679,0.003235,sald-128-1m,File(sald-128-1k),0.004562,0.052412,0.355889
295,64.0669534038483,1.304028,1.0072811,0.139264,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
296,21.71481822794247,2.712622,1.0361649,0.009947,sald-128-1m,File(sald-128-1k),0.015811,0.207096,0.755514
297,56.4791060265292,1.6871312,1.0202,0.063329,sald-128-1m,File(sald-128-1k),0.473696,1.0,1.0
298,37.6619773553917,2.3866417,1.0386282,0.01413,sald-128-1m,File(sald-128-1k),0.008861,0.522071,0.999997
299,114.61225024649403,1.4086475,1.004377,0.125169,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
300,33.37473936916918,2.1100512,1.0415882,0.008154,sald-128-1m,File(sald-128-1k),0.077729,0.985395,1.0
301,18.508168944701858,2.1483357,1.0523915,0.003763,sald-128-1m,File(sald-128-1k),0.008596,0.531231,1.0
302,27.616130448536556,2.5759926,1.0462811,0.017828,sald-128-1m,File(sald-128-1k),0.006847,0.338298,0.975273
303,28.519674894696674,2.4888046,1.0523108,0.004509,sald-128-1m,File(sald-128-1k),0.025594,0.367224,0.993846
304,76.17906950801178,1.319298,1.0090401,0.138418,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
305,36.324680957309646,2.1741176,1.031118,0.003453,sald-128-1m,File(sald-128-1k),0.019649,0.849921,1.0
306,31.397829280637655,1.989433,1.0260813,0.009223,sald-128-1m,File(sald-128-1k),0.113326,0.98994,1.0
307,23.725419793829197,2.2391691,1.0215282,0.004978,sald-128-1m,File(sald-128-1k),0.039856,0.561296,0.992264
308,11.138146557863516,2.129627,1.0759147,0.009577,sald-128-1m,File(sald-128-1k),0.003518,0.529891,0.999968
309,34.06615205775114,3.2589538,1.0119133,0.004177,sald-128-1m,File(sald-128-1k),0.007572,0.06563,0.319653
310,22.27447019652534,2.5681024,1.0410786,0.005654,sald-128-1m,File(sald-128-1k),0.004956,0.180046,0.827205
311,28.914845296829007,1.8665022,1.0376552,0.015863,sald-128-1m,File(sald-128-1k),0.151495,0.999479,1.0
312,3.2452414102011673,4.4888573,1.1283003,0.002153,sald-128-1m,File(sald-128-1k),2e-06,4e-06,1.1e-05
313,11.670870597401349,4.0302944,1.1171645,0.001856,sald-128-1m,File(sald-128-1k),3.1e-05,0.000384,0.002361
314,16.705260368950796,2.4815118,1.0199426,0.014771,sald-128-1m,File(sald-128-1k),0.020767,0.286609,0.786266
315,10.490319712829724,3.744105,1.01394,0.006402,sald-128-1m,File(sald-128-1k),0.000956,0.009802,0.041707
316,77.27820509612857,1.4276417,1.0142456,0.041301,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
317,70.51634858578517,1.3245908,1.0139459,0.045469,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
318,15.96882611555239,3.0828226,1.0287983,0.003411,sald-128-1m,File(sald-128-1k),0.001103,0.040791,0.347895
319,24.467373896147148,2.1456492,1.0469476,0.017355,sald-128-1m,File(sald-128-1k),0.04056,0.78415,1.0
320,41.93742610364203,3.0314329,1.0276331,0.017161,sald-128-1m,File(sald-128-1k),0.013997,0.142887,0.58345
321,82.43323175988286,2.0037231,1.0096284,0.028172,sald-128-1m,File(sald-128-1k),0.211397,0.983044,1.0
322,36.72963918754281,1.8710586,1.0258634,0.012599,sald-128-1m,File(sald-128-1k),0.222737,1.0,1.0
323,43.43837649372148,1.7402282,1.0146308,0.061998,sald-128-1m,File(sald-128-1k),0.312747,1.0,1.0
324,114.91417351725268,1.3675047,1.0106509,0.161297,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
325,34.03303234605856,1.8016192,1.019176,0.019218,sald-128-1m,File(sald-128-1k),0.242121,0.999494,1.0
326,27.69960023435547,4.4735904,1.0326813,0.003291,sald-128-1m,File(sald-128-1k),0.002932,0.022754,0.080684
327,36.92447513746936,2.5026793,1.0202419,0.006348,sald-128-1m,File(sald-128-1k),0.020224,0.327809,0.974019
328,10.926162573086536,1.7505537,1.0420277,0.052644,sald-128-1m,File(sald-128-1k),0.130988,0.999891,1.0
329,17.070565915916887,2.358196,1.0477893,0.088101,sald-128-1m,File(sald-128-1k),0.017069,0.483668,0.999985
330,29.01851381151488,2.5943353,1.0583531,0.004183,sald-128-1m,File(sald-128-1k),0.012817,0.315905,0.878135
331,14.69036194372255,2.2178967,1.0761148,0.001972,sald-128-1m,File(sald-128-1k),0.010101,0.549268,0.999737
332,10.425478226296743,4.4000535,1.0671211,0.016807,sald-128-1m,File(sald-128-1k),0.00032,0.007415,0.026133
333,68.90168586623955,1.3747481,1.0075662,0.141993,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
334,22.439915388283286,2.1811335,1.0396943,0.019645,sald-128-1m,File(sald-128-1k),0.041602,0.706188,1.0
335,88.16795682311457,1.4218507,1.0072103,0.128044,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
336,13.46435443291019,7.4233923,1.0777707,0.002722,sald-128-1m,File(sald-128-1k),0.000191,0.001441,0.004074
337,90.66214836366673,2.0642476,1.0091397,0.019017,sald-128-1m,File(sald-128-1k),0.210592,0.971976,1.0
338,24.888265537585657,2.5462832,1.0163983,0.005177,sald-128-1m,File(sald-128-1k),0.003753,0.179129,0.896951
339,24.346796653890546,2.389349,1.0334433,0.007125,sald-128-1m,File(sald-128-1k),0.016071,0.532534,0.993448
340,33.262670002016854,1.9190489,1.0189143,0.009645,sald-128-1m,File(sald-128-1k),0.139131,0.989745,1.0
341,23.74385676288247,1.9338465,1.035757,0.018627,sald-128-1m,File(sald-128-1k),0.064788,0.939833,1.0
342,34.023652187315264,2.1310585,1.0315794,0.006378,sald-128-1m,File(sald-128-1k),0.080635,0.936254,1.0
343,11.208052091048195,8.998589,1.0659392,0.003079,sald-128-1m,File(sald-128-1k),0.00015,0.00075,0.002222
344,66.71644394186522,1.2908939,1.0152563,0.131863,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
345,28.961960286434834,3.5932376,1.0420661,0.005052,sald-128-1m,File(sald-128-1k),0.0032,0.02558,0.15507
346,24.834763619148497,3.151035,1.0415858,0.002,sald-128-1m,File(sald-128-1k),0.001003,0.022342,0.263458
347,20.850482946495593,2.6208575,1.0678625,0.006078,sald-128-1m,File(sald-128-1k),0.006497,0.233719,0.851481
348,24.407743344734453,2.5427575,1.0648074,0.022362,sald-128-1m,File(sald-128-1k),0.012534,0.370009,0.94403
349,12.305487032219881,2.0549357,1.0406427,0.035836,sald-128-1m,File(sald-128-1k),0.010036,0.617907,0.999999
350,29.88558760842671,2.9891348,1.0463083,0.004948,sald-128-1m,File(sald-128-1k),0.002585,0.117041,0.568441
351,35.69202407725749,2.665708,1.0541439,0.003707,sald-128-1m,File(sald-128-1k),0.002863,0.184355,0.882244
352,41.68121565466381,2.1650279,1.0149671,0.010374,sald-128-1m,File(sald-128-1k),0.093104,0.780458,1.0
353,10.372681272140733,2.8253074,1.0314155,0.004876,sald-128-1m,File(sald-128-1k),0.001601,0.061659,0.52652
354,18.062803174483548,2.335884,1.0390621,0.008984,sald-128-1m,File(sald-128-1k),0.013027,0.363302,0.984554
355,17.499667500452073,2.7928967,1.0451854,0.003422,sald-128-1m,File(sald-128-1k),0.002973,0.135929,0.625253
356,91.89066542286467,1.2181569,1.0090247,0.169268,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
357,83.95307073439739,1.4218218,1.0091449,0.101017,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
358,21.83711856500952,2.3769712,1.0767666,0.011723,sald-128-1m,File(sald-128-1k),0.008988,0.538146,0.995832
359,16.0448642176496,2.2336667,1.0504916,0.010349,sald-128-1m,File(sald-128-1k),0.005439,0.631453,1.0
360,29.68880636518578,2.177224,1.0445427,0.024286,sald-128-1m,File(sald-128-1k),0.036079,0.777683,1.0
361,25.291234032756062,2.6914277,1.0334126,0.003173,sald-128-1m,File(sald-128-1k),0.002212,0.154298,0.912571
362,110.8199660363128,1.2778459,1.0064082,0.221121,sald-128-1m,File(sald-128-1k),1.0,1.0,1.0
363,38.9659238623754,2.1905882,1.0300444,0.00568,sald-128-1m,File(sald-128-1k),0.070809,0.763701,1.0
364,26.9818062622272,2.771014,1.0496664,0.002544,sald-128-1m,File(sald-128-1k),0.002673,0.15028,0.850446
365,42.11055867357795,1.4628807,1.0141546,0.091907,sald-128-1m,File(sald-128-1k),0.997032,1.0,1.0
366,22.409254476614336,2.2471976,1.0468554,0.011081,sald-128-1m,File(sald-128-1k),0.018215,0.75903,1.0
367,37.10907672385365,1.827012,1.0148088,0.020884,sald-128-1m,File(sald-128-1k),0.264843,0.999946,1.0
368,18.006819880454998,1.614731,1.0169038,0.019638,sald-128-1m,File(sald-128-1k),0.416717,1.0,1.0
369,64.28368375838762,1.9028027,1.0215917,0.004878,sald-128-1m,File(sald-128-1k),0.201311,1.0,1.0
